,underlying_price,underlying_index,timestamp,stats,state,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,settlement_price,option_type
209,36903.01,BTC-25JUN21,1623313102081,"{'volume': 235.5, 'price_change': -45.8333, 'low': 0.056, 'high': 0.11}",open,2266.7,0.022,0.112,0.0579829,87.12,0.0585,0.0,BTC-25JUN21-36000-P,36887.29,"{'vega': 29.06311, 'theta': -84.47088, 'rho': -7.08421, 'gamma': 6e-05, 'delta': -0.40959}",36887.29,31781522798,"[[0.057, 1.1], [0.0565, 6.0], [0.056, 0.1], [0.0555, 5.3], [0.055, 1.0], [0.0525, 9.0], [0.0515, 1.0], [0.051, 18.0], [0.05, 2.0], [0.0465, 3.0], [0.0455, 3.0], [0.045, 0.5], [0.0445, 3.0], [0.043, 3.0], [0.04, 2.0], [0.038, 3.0], [0.035, 1.0], [0.0345, 3.0], [0.034, 0.1], [0.033, 3.0]]",85.95,0.057,1.1,0.0585,0.6,"[[0.0585, 0.6], [0.059, 5.6], [0.0595, 6.3], [0.06, 1.6], [0.064, 39.0], [0.066, 18.1], [0.092, 0.3], [0.115, 0.2], [0.1175, 4.0], [0.2, 3.0], [0.2125, 0.5], [0.28, 1.0], [0.304, 0.5], [0.33, 1.0], [0.4, 1.0], [0.418, 0.5], [0.52, 0.1], [0.706, 0.1], [0.77, 1.0], [1.5, 1.0]]",87.85,0.06,P
210,36903.01,BTC-25JUN21,1623313102084,"{'volume': 2.5, 'price_change': 40.0, 'low': 0.0025, 'high': 0.004}",open,1142.2,0.0001,0.0265,0.0030516,108.82,0.0035,0.0,BTC-25JUN21-56000-C,36887.29,"{'vega': 6.10644, 'theta': -22.16782, 'rho': 0.52108, 'gamma': 1e-05, 'delta': 0.03744}",36887.29,31781521818,"[[0.0025, 3.9], [0.002, 15.1], [0.0015, 32.7], [0.001, 23.7], [0.0005, 5.1]]",105.25,0.0025,3.9,0.0035,11.7,"[[0.0035, 11.7], [0.004, 11.5], [0.0045, 19.4], [0.005, 3.0], [0.0055, 0.1], [0.006, 30.0], [0.01, 5.0], [0.0175, 1.0], [0.0185, 0.2], [0.025, 15.0], [0.0395, 0.1], [0.05, 0.5], [0.056, 0.5], [0.057, 0.1], [0.058, 0.5], [0.059, 0.5], [0.0725, 10.0], [0.0845, 10.0], [0.1, 1.0], [0.145, 0.1]]",111.39,0.0,C
211,36903.01,BTC-25JUN21,1623313102083,"{'volume': 128.3, 'price_change': 64.7059, 'low': 0.0325, 'high': 0.0655}",open,144.8,0.021,0.1065,0.05602693,85.36,0.056,0.0,BTC-25JUN21-38000-C,36887.29,"{'vega': 29.73028, 'theta': -84.6637, 'rho': 6.22636, 'gamma': 6e-05, 'delta': 0.46698}",36887.29,31781521827,"[[0.055, 0.2], [0.0545, 8.3], [0.054, 3.0], [0.0535, 1.2], [0.0515, 0.1], [0.0505, 10.0], [0.0495, 1.0], [0.049, 18.0], [0.0475, 0.4], [0.0335, 0.1], [0.02, 2.0], [0.01, 2.0], [0.0055, 5.5]]",84.02,0.055,0.2,0.057,3.0,"[[0.057, 3.0], [0.0575, 7.1], [0.058, 0.8], [0.0585, 0.7], [0.0605, 10.0], [0.063, 18.0], [0.064, 0.1], [0.09, 0.3], [0.1155, 4.0]]",86.5,0.06,C
212,37328.49,SYN.BTC-27AUG21,1623313102081,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.3385,0.502,0.40741891,90.08,,0.0,BTC-27AUG21-50000-P,36887.29,"{'vega': 60.93765, 'theta': -35.19347, 'rho': -87.45454, 'gamma': 2e-05, 'delta': -0.68925}",36887.29,31372959267,"[[0.0005, 0.1]]",0.0,0.0005,0.1,0.0,0.0,[],0.0,0.4,P
213,38318.02,BTC-31DEC21,1623313102086,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,332.3,0.5845,0.6645,0.6160318,106.34,0.7565,0.0,BTC-31DEC21-16000-C,36887.29,"{'vega': 37.32182, 'theta': -9.72824, 'rho': 67.81239, 'gamma': 0.0, 'delta': 0.93268}",36887.29,31781261656,"[[0.593, 11.0], [0.001, 6.0], [0.0005, 0.1]]",77.65,0.593,11.0,0.6365,11.0,"[[0.6365, 11.0]]",125.78,0.62,C
214,36903.01,BTC-25JUN21,1623313102081,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,103.3,0.7145,0.744,0.72902311,201.15,0.6985,0.0,BTC-25JUN21-10000-C,36887.29,"{'vega': 0.08991, 'theta': -0.60333, 'rho': 4.10061, 'gamma': 0.0, 'delta': 0.99967}",36887.29,31781522709,"[[0.7255, 19.0], [0.725, 6.0]]",0.0,0.7255,19.0,0.7315,13.9,"[[0.7315, 13.9], [0.734, 6.0]]",316.69,0.73,C
215,36857.55,BTC-11JUN21,1623313102085,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.581,0.678,0.62811163,131.96,,0.0,BTC-11JUN21-60000-P,36887.29,"{'vega': 0.0, 'theta': 0.0, 'rho': -1.62329, 'gamma': 0.0, 'delta': -1.0}",36887.29,31690461621,[],0.0,0.0,0.0,0.0,0.0,[],0.0,0.62,P
216,36854.6,BTC-11JUN21,1623313116179,"{'volume': 250.7, 'price_change': 0.0, 'low': 0.0005, 'high': 0.001}",open,432.6,0.0001,0.015,0.00011146,131.37,0.0005,0.0,BTC-11JUN21-44000-C,36881.84,"{'vega': 0.28849, 'theta': -4.10779, 'rho': 0.0051, 'gamma': 1e-05, 'delta': 0.00523}",36881.84,31781492197,[],0.0,0.0,0.0,0.001,34.8,"[[0.001, 34.8], [0.0015, 1.0], [0.002, 0.1], [0.0085, 19.0], [0.01, 10.0]]",175.88,0.0,C
217,36902.07,BTC-25JUN21,1623313103088,"{'volume': 11.0, 'price_change': -60.0, 'low': 0.001, 'high': 0.0025}",open,848.9,0.0001,0.0155,0.00089885,180.23,0.001,0.0,BTC-25JUN21-16000-P,36886.38,"{'vega': 1.40923, 'theta': -8.47313, 'rho': -0.11575, 'gamma': 0.0, 'delta': -0.00674}",36886.38,31781475272,"[[0.0005, 106.2]]",167.6,0.0005,106.2,0.0015,16.0,"[[0.0015, 16.0], [0.002, 3.0], [0.0055, 19.0], [0.006, 7.5], [0.01, 0.1], [0.015, 0.1], [0.02, 0.2], [0.029, 0.1], [0.049, 0.1], [0.069, 0.1], [0.076, 0.2], [0.08, 2.7], [0.15, 0.1], [0.16, 0.1]]",193.35,0.0,P
218,38315.92,BTC-31DEC21,1623313103094,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,865.9,0.4505,0.566,0.49871725,100.32,0.515,0.0,BTC-31DEC21-22000-C,36886.38,"{'vega': 61.38931, 'theta': -15.09583, 'rho': 78.97954, 'gamma': 1e-05, 'delta': 0.86753}",36886.38,31781509223,"[[0.467, 10.0], [0.001, 5.0]]",79.36,0.467,10.0,0.528,10.0,"[[0.528, 10.0]]",118.1,0.5,C
219,36860.07,BTC-18JUN21,1623313119205,"{'volume': 5.0, 'price_change': -3.2609, 'low': 0.2225, 'high': 0.23}",open,5.0,0.16,0.255,0.20057767,92.38,0.2225,0.0,BTC-18JUN21-44000-P,36882.73,"{'vega': 10.2417, 'theta': -59.2296, 'rho': -8.79727, 'gamma': 4e-05, 'delta': -0.89016}",36882.73,31781526971,"[[0.195, 3.0], [0.1945, 0.8]]",64.55,0.195,3.0,0.2225,3.0,"[[0.2225, 3.0], [0.223, 0.4], [0.7, 2.5]]",149.26,0.2,P
220,36858.38,SYN.BTC-12JUN21,1623313103088,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0775,0.1515,0.10910189,121.23,,0.0,BTC-12JUN21-33000-C,36886.38,"{'vega': 4.7782, 'theta': -145.73197, 'rho': 1.58709, 'gamma': 5e-05, 'delta': 0.89986}",36886.38,31781522661,"[[0.105, 0.4]]",71.25,0.105,0.4,0.0,0.0,[],0.0,,C
221,36895.62,BTC-25JUN21,1623313119394,"{'volume': 10.6, 'price_change': -17.6471, 'low': 0.42, 'high': 0.51}",open,1048.8,0.369,0.475,0.41398478,100.62,0.42,0.0,BTC-25JUN21-52000-P,36882.73,"{'vega': 8.54624, 'theta': -28.68969, 'rho': -20.55821, 'gamma': 2e-05, 'delta': -0.94307}",36882.73,31781527091,"[[0.402, 1.5], [0.397, 6.0], [0.1, 100.0], [0.086, 0.2], [0.025, 0.3], [0.0005, 0.1]]",0.0,0.402,1.5,0.4285,1.5,"[[0.4285, 1.5], [0.429, 1.5], [0.43, 6.0], [0.433, 0.2], [0.914, 2.5]]",141.56,0.41,P
222,36902.07,BTC-25JUN21,1623313103106,"{'volume': 169.8, 'price_change': 55.3846, 'low': 0.0515, 'high': 0.1}",open,790.3,0.042,0.1345,0.08239299,87.12,0.0808,0.0,BTC-25JUN21-36000-C,36886.38,"{'vega': 29.06333, 'theta': -84.47116, 'rho': 7.69714, 'gamma': 6e-05, 'delta': 0.59035}",36886.38,31781523195,"[[0.081, 7.4], [0.0805, 4.2], [0.08, 0.4], [0.0795, 0.1], [0.0785, 1.0], [0.078, 0.1], [0.0765, 0.1], [0.076, 1.0], [0.0755, 8.0], [0.074, 18.0], [0.0675, 0.6], [0.035, 1.2], [0.0315, 5.5], [0.025, 11.0], [0.0125, 10.9], [0.01, 34.0], [0.0005, 0.1]]",85.37,0.081,7.4,0.083,0.2,"[[0.083, 0.2], [0.0835, 3.0], [0.084, 6.0], [0.0845, 1.4], [0.085, 0.8], [0.0855, 0.8], [0.0875, 8.0], [0.091, 18.1], [0.092, 0.1], [0.093, 0.1], [0.0935, 0.1], [0.1165, 0.3], [0.1395, 0.2], [0.1415, 4.0], [0.145, 3.0], [0.232, 0.1], [0.25, 4.0], [0.4295, 0.3], [0.69, 0.1]]",87.91,0.08,C
223,37598.9,BTC-24SEP21,1623313121215,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,80.4,0.5665,0.6285,0.59010569,116.23,0.6205,0.0,BTC-24SEP21-16000-C,36882.04,"{'vega': 19.79867, 'theta': -10.85571, 'rho': 39.64787, 'gamma': 0.0, 'delta': 0.95326}",36882.04,31781273731,"[[0.5705, 10.0]]",0.0,0.5705,10.0,0.609,10.0,"[[0.609, 10.0]]",146.16,0.59,C
224,36858.28,SYN.BTC-12JUN21,1623313104095,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0235,0.103,0.06012164,97.54,,0.0,BTC-12JUN21-35000-C,36884.67,"{'vega': 8.16122, 'theta': -200.2567, 'rho': 1.43437, 'gamma': 0.00011, 'delta': 0.7748}",36884.67,31781522948,"[[0.0565, 1.5], [0.0555, 0.4]]",80.27,0.0565,1.5,0.0,0.0,[],0.0,,C
225,36858.28,SYN.BTC-12JUN21,1623313104099,"{'volume': 1.7, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,1.7,0.0001,0.023,0.00124784,100.53,0.0005,0.0,BTC-12JUN21-42000-C,36884.67,"{'vega': 2.45823, 'theta': -45.99339, 'rho': 0.08264, 'gamma': 3e-05, 'delta': 0.04242}",36884.67,31781516517,"[[0.001, 0.8], [0.0005, 39.8]]",96.58,0.001,0.8,0.0015,0.7,"[[0.0015, 0.7], [0.002, 10.0], [0.0025, 10.0], [0.0035, 18.0], [0.004, 9.0], [0.006, 30.0]]",104.12,,C
226,36856.01,BTC-11JUN21,1623313112155,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,253.5,0.0001,0.015,1.03e-06,131.6,0.0005,0.0,BTC-11JUN21-48000-C,36881.51,"{'vega': 0.00506, 'theta': -0.03779, 'rho': 6e-05, 'gamma': 0.0, 'delta': 6e-05}",36881.51,31781503969,[],0.0,0.0,0.0,0.0005,2.5,"[[0.0005, 2.5], [0.001, 0.1], [0.0015, 1.0], [0.0035, 0.1], [0.004, 0.5], [0.0045, 0.2], [0.006, 6.0], [0.008, 19.0], [0.01, 1.1], [0.0105, 0.1], [0.011, 0.1], [0.0115, 0.1], [0.012, 0.1], [0.036, 7.0]]",222.12,0.0,C
227,38914.84,BTC-25MAR22,1623313104095,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,100.3,0.3515,0.517,0.42263648,97.15,0.4365,0.0,BTC-25MAR22-30000-C,36884.67,"{'vega': 105.41516, 'theta': -17.7806, 'rho': 106.1115, 'gamma': 1e-05, 'delta': 0.76821}",36884.67,31781521290,"[[0.3805, 11.0], [0.229, 10.0]]",81.69,0.3805,11.0,0.4605,11.0,"[[0.4605, 11.0]]",111.25,0.42,C
228,37595.63,BTC-24SEP21,1623313114167,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,2.1,2.331,2.20012694,107.08,0.909,0.0,BTC-24SEP21-120000-P,36882.38,"{'vega': 18.31982, 'theta': -9.25416, 'rho': -344.71237, 'gamma': 0.0, 'delta': -0.95755}",36882.38,30626289674,"[[0.0005, 0.1]]",0.0,0.0005,0.1,0.0,0.0,[],0.0,2.19,P
229,36862.51,BTC-18JUN21,1623313105104,"{'volume': 25.1, 'price_change': 96.6387, 'low': 0.0575, 'high': 0.117}",open,158.1,0.06,0.1465,0.09925098,90.58,0.117,0.0,BTC-18JUN21-34000-C,36883.68,"{'vega': 17.37772, 'theta': -98.52844, 'rho': 5.23897, 'gamma': 6e-05, 'delta': 0.74866}",36883.68,31781522314,"[[0.095, 9.3], [0.094, 6.0], [0.092, 0.4], [0.066, 0.1], [0.008, 0.1], [0.0005, 0.2]]",81.45,0.095,9.3,0.1015,1.0,"[[0.1015, 1.0], [0.1055, 7.0], [0.106, 6.0], [0.1995, 2.5], [0.27, 10.0], [0.5, 0.2]]",95.38,0.1,C
230,38314.92,BTC-31DEC21,1623313104095,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.308,0.461,0.3737982,96.73,,0.0,BTC-31DEC21-30000-C,36884.67,"{'vega': 89.44764, 'theta': -21.20884, 'rho': 82.27293, 'gamma': 1e-05, 'delta': 0.758}",36884.67,31781509881,"[[0.3325, 10.0]]",79.02,0.3325,10.0,0.4125,10.0,"[[0.4125, 10.0]]",113.38,0.38,C
231,36858.17,BTC-11JUN21,1623313104095,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.217,0.267,0.24034849,169.1,,0.0,BTC-11JUN21-28000-C,36884.67,"{'vega': 0.05043, 'theta': -4.26342, 'rho': 0.75675, 'gamma': 0.0, 'delta': 0.99924}",36884.67,31781517496,"[[0.14, 2.5]]",0.0,0.14,2.5,0.3405,2.5,"[[0.3405, 2.5]]",500.0,0.24,C
232,36898.86,BTC-25JUN21,1623313105102,"{'volume': 466.9, 'price_change': 61.8182, 'low': 0.021, 'high': 0.0485}",open,1991.0,0.0095,0.0845,0.03692809,84.65,0.0356,0.0,BTC-25JUN21-40000-C,36883.68,"{'vega': 27.70156, 'theta': -78.22842, 'rho': 4.74716, 'gamma': 6e-05, 'delta': 0.35023}",36883.68,31781523201,"[[0.036, 2.7], [0.0355, 11.0], [0.035, 1.3], [0.033, 0.1], [0.0315, 11.1], [0.031, 24.0], [0.0305, 1.0], [0.029, 0.1], [0.025, 9.7], [0.015, 1.0], [0.0135, 2.0], [0.0125, 7.0], [0.01, 4.0], [0.004, 0.2], [0.0005, 5.1]]",83.43,0.036,2.7,0.0375,0.3,"[[0.0375, 0.3], [0.038, 11.7], [0.0385, 4.3], [0.039, 0.3], [0.0405, 11.0], [0.042, 24.0], [0.045, 1.0], [0.05, 4.6], [0.06, 0.1], [0.071, 0.3], [0.08, 33.0], [0.093, 2.5], [0.0955, 0.2], [0.108, 3.5], [0.19, 1.3], [0.265, 0.6], [0.36, 0.2], [0.5, 4.0], [0.505, 0.1], [0.51, 0.1]]",85.43,0.04,C
233,38311.4,BTC-31DEC21,1623313105107,"{'volume': 0.5, 'price_change': -16.6667, 'low': 0.043, 'high': 0.054}",open,83.4,0.0175,0.0985,0.04511316,104.37,0.045,0.0,BTC-31DEC21-18000-P,36883.68,"{'vega': 45.42406, 'theta': -11.62039, 'rho': -28.33033, 'gamma': 1e-05, 'delta': -0.08719}",36883.68,31781523177,"[[0.043, 0.7], [0.0415, 0.1], [0.039, 15.0], [0.0105, 0.6], [0.0005, 0.6]]",102.56,0.043,0.7,0.048,2.5,"[[0.048, 2.5], [0.049, 15.0], [0.081, 0.3], [0.118, 0.2]]",106.77,0.04,P
234,36857.47,BTC-11JUN21,1623313105105,"{'volume': 6.3, 'price_change': 0.5634, 'low': 0.1775, 'high': 0.1795}",open,7.3,0.161,0.2195,0.1863239,168.87,0.1785,0.0,BTC-11JUN21-30000-C,36883.68,"{'vega': 0.44221, 'theta': -37.33745, 'rho': 0.80294, 'gamma': 1e-05, 'delta': 0.99152}",36883.68,31781519992,"[[0.102, 2.5], [0.0405, 1.0], [0.027, 1.0], [0.016, 2.0]]",0.0,0.102,2.5,0.3055,2.0,"[[0.3055, 2.0]]",500.0,0.19,C
235,37594.04,BTC-24SEP21,1623313106112,"{'volume': 5.8, 'price_change': -25.0, 'low': 0.0665, 'high': 0.09}",open,737.6,0.029,0.1315,0.06627635,101.35,0.0675,0.0,BTC-24SEP21-26000-P,36882.74,"{'vega': 51.55291, 'theta': -24.64885, 'rho': -25.9563, 'gamma': 1e-05, 'delta': -0.1715}",36882.74,31781522786,"[[0.0655, 2.3], [0.065, 1.0], [0.0535, 13.0], [0.052, 2.0], [0.032, 0.4], [0.0275, 2.0], [0.0155, 0.6], [0.001, 5.0], [0.0005, 0.1]]",100.79,0.0655,2.3,0.068,1.0,"[[0.068, 1.0], [0.0695, 1.0], [0.0705, 13.0], [0.071, 0.6], [0.168, 2.0], [0.182, 2.0], [0.26, 4.7], [0.305, 4.0], [0.34, 0.1], [0.37, 0.2], [0.4, 0.2], [0.47, 6.0], [0.55, 4.0], [0.71, 6.0], [0.85, 12.0], [1.07, 6.0], [1.39, 12.0]]",102.61,0.06,P
236,36897.72,BTC-25JUN21,1623313106109,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,12.1,1.1055,1.247,1.1688181,149.11,1.081,0.0,BTC-25JUN21-80000-P,36882.74,"{'vega': 1.63372, 'theta': -8.12668, 'rho': -32.73959, 'gamma': 0.0, 'delta': -0.99203}",36882.74,31698796109,[],0.0,0.0,0.0,0.0,0.0,[],0.0,1.16,P
237,37055.59,BTC-30JUL21,1623313106109,"{'volume': 68.0, 'price_change': -18.7291, 'low': 0.1185, 'high': 0.151}",open,252.1,0.0675,0.189,0.11735746,90.53,0.1215,0.0,BTC-30JUL21-36000-P,36882.74,"{'vega': 52.97412, 'theta': -47.96721, 'rho': -26.24747, 'gamma': 3e-05, 'delta': -0.39984}",36882.74,31781523926,"[[0.116, 4.6], [0.1155, 0.9], [0.115, 0.3], [0.114, 6.4], [0.0805, 0.8], [0.075, 13.5], [0.035, 1.0], [0.025, 0.2]]",89.57,0.116,4.6,0.1185,0.8,"[[0.1185, 0.8], [0.119, 6.4], [0.1195, 3.3], [0.123, 1.3], [0.125, 1.2], [0.16, 8.0], [0.177, 4.0], [0.202, 0.4]]",91.31,0.12,P
238,38309.82,BTC-31DEC21,1623313106114,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.1,4.071,4.451,4.23623006,111.68,4.0,0.0,BTC-31DEC21-200000-P,36882.74,"{'vega': 33.73563, 'theta': -9.23491, 'rho': -1108.49834, 'gamma': 0.0, 'delta': -0.94085}",36882.74,31363824548,"[[0.11, 1.0]]",0.0,0.11,1.0,0.0,0.0,[],0.0,4.21,P
239,36928.28,SYN.BTC-2JUL21,1623313107116,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.01,0.084,0.03555474,94.91,,0.0,BTC-2JUL21-32000-P,36883.68,"{'vega': 27.67224, 'theta': -59.72128, 'rho': -5.95791, 'gamma': 4e-05, 'delta': -0.23226}",36883.68,31781524565,"[[0.034, 6.4], [0.0215, 0.4]]",92.81,0.034,6.4,0.0375,6.4,"[[0.0375, 6.4]]",97.48,,P
240,37598.15,BTC-24SEP21,1623313119204,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,163.0,0.3695,0.475,0.41373645,103.65,0.404,0.0,BTC-24SEP21-24000-C,36882.73,"{'vega': 44.96495, 'theta': -21.98666, 'rho': 48.78426, 'gamma': 1e-05, 'delta': 0.86059}",36882.73,31781293818,"[[0.3805, 9.0], [0.001, 5.0]]",72.1,0.3805,9.0,0.4435,9.0,"[[0.4435, 9.0]]",127.29,0.42,C
241,38309.29,BTC-31DEC21,1623313107116,"{'volume': 1.2, 'price_change': 1.0526, 'low': 0.1875, 'high': 0.199}",open,720.8,0.1145,0.296,0.18893497,95.18,0.192,0.0,BTC-31DEC21-50000-C,36883.68,"{'vega': 114.23389, 'theta': -26.65056, 'rho': 65.01702, 'gamma': 1e-05, 'delta': 0.49261}",36883.68,31781524282,"[[0.183, 11.1], [0.1775, 11.0], [0.159, 0.3], [0.1515, 1.0], [0.13, 40.0], [0.1285, 0.4], [0.125, 0.1], [0.105, 1.0], [0.1, 100.1], [0.001, 5.0], [0.0005, 0.1]]",93.19,0.183,11.1,0.1955,11.0,"[[0.1955, 11.0], [0.295, 21.3], [0.31, 0.5]]",97.38,0.19,C
242,36896.69,BTC-25JUN21,1623313107118,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1187.2,0.0001,0.015,0.00027173,149.14,0.0005,0.0,BTC-25JUN21-88000-C,36883.68,"{'vega': 0.72783, 'theta': -3.62125, 'rho': 0.04458, 'gamma': 0.0, 'delta': 0.00321}",36883.68,31781475255,[],0.0,0.0,0.0,0.001,16.2,"[[0.001, 16.2], [0.002, 44.9], [0.0045, 0.2], [0.0075, 5.0], [0.008, 3.0], [0.0085, 19.0], [0.024, 1.0], [0.0245, 2.3], [0.0265, 0.1], [0.08, 1.0], [0.09, 1.0], [0.1, 2.0], [0.11, 1.0], [0.12, 2.0], [0.16, 1.0], [0.1865, 0.1], [0.2, 1.0], [0.24, 1.0], [0.2475, 4.0], [0.28, 1.0]]",170.4,0.0,C
243,36896.69,BTC-25JUN21,1623313107116,"{'volume': 394.6, 'price_change': -53.3333, 'low': 0.0245, 'high': 0.0545}",open,2000.6,0.0045,0.068,0.0243368,95.82,0.0245,0.0,BTC-25JUN21-32000-P,36883.68,"{'vega': 21.1289, 'theta': -67.54165, 'rho': -3.44668, 'gamma': 4e-05, 'delta': -0.20315}",36883.68,31781524438,"[[0.0235, 8.2], [0.023, 39.2], [0.0225, 2.1], [0.02, 27.0], [0.015, 2.0], [0.013, 0.4], [0.0025, 0.1], [0.0005, 0.2]]",94.34,0.0235,8.2,0.025,2.0,"[[0.025, 2.0], [0.0255, 34.1], [0.026, 8.1], [0.0285, 13.0], [0.029, 24.0], [0.0335, 0.1], [0.04, 2.2], [0.0445, 13.0], [0.0585, 0.3], [0.065, 2.0], [0.069, 0.1], [0.0725, 0.1], [0.0745, 5.0], [0.081, 5.0], [0.09, 7.5], [0.0915, 0.2], [0.093, 0.1], [0.1105, 3.0], [0.1145, 3.0], [0.136, 5.0]]",96.96,0.02,P
244,36896.69,BTC-25JUN21,1623313107116,"{'volume': 50.5, 'price_change': -10.0, 'low': 0.0009, 'high': 0.001}",open,2145.3,0.0001,0.0155,0.00073095,131.72,0.0009,0.0,BTC-25JUN21-72000-C,36883.68,"{'vega': 1.79275, 'theta': -7.87767, 'rho': 0.12318, 'gamma': 0.0, 'delta': 0.00886}",36883.68,31781400496,"[[0.0005, 76.7]]",126.3,0.0005,76.7,0.001,49.5,"[[0.001, 49.5], [0.0015, 59.2], [0.002, 45.6], [0.0035, 26.6], [0.008, 5.0], [0.009, 24.0], [0.0245, 10.0], [0.031, 1.0], [0.0345, 15.0], [0.036, 0.1], [0.04, 1.0], [0.0445, 15.0], [0.05, 10.0], [0.0685, 0.1], [0.08, 1.0], [0.12, 5.0], [0.15, 0.4]]",136.65,0.0,C
245,38908.1,BTC-25MAR22,1623313108126,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,113.0,0.842,1.12,0.95865476,96.37,0.78,0.0,BTC-25MAR22-70000-P,36882.71,"{'vega': 133.36047, 'theta': -22.3131, 'rho': -479.05772, 'gamma': 1e-05, 'delta': -0.60183}",36882.71,31372968641,"[[0.0005, 10.0]]",0.0,0.0005,10.0,0.0,0.0,[],0.0,0.95,P
246,36897.5,BTC-25JUN21,1623313108125,"{'volume': 0.3, 'price_change': 0.0, 'low': 0.255, 'high': 0.255}",open,332.2,0.22,0.295,0.25186597,112.15,0.255,0.0,BTC-25JUN21-28000-C,36882.71,"{'vega': 12.35246, 'theta': -46.21587, 'rho': 9.93896, 'gamma': 2e-05, 'delta': 0.90789}",36882.71,31781522107,"[[0.249, 3.4], [0.245, 7.0], [0.244, 6.0], [0.241, 10.0], [0.132, 2.5], [0.035, 3.0], [0.01, 15.0], [0.0005, 0.1]]",102.97,0.249,3.4,0.2535,3.0,"[[0.2535, 3.0], [0.255, 0.6], [0.2565, 7.0], [0.26, 6.0], [0.3525, 2.5], [0.5545, 1.0], [0.655, 1.5]]",116.85,0.25,C
247,36858.88,SYN.BTC-12JUN21,1623313108123,"{'volume': 0.4, 'price_change': 0.0, 'low': 0.0015, 'high': 0.0015}",open,0.4,0.0001,0.0325,0.00374031,90.76,0.0015,0.0,BTC-12JUN21-40000-C,36882.71,"{'vega': 5.35992, 'theta': -122.37834, 'rho': 0.22827, 'gamma': 8e-05, 'delta': 0.11748}",36882.71,31781513572,"[[0.0035, 0.5], [0.003, 10.0], [0.0025, 10.0], [0.0015, 17.5], [0.0005, 0.8]]",89.04,0.0035,0.5,0.004,0.1,"[[0.004, 0.1], [0.0045, 1.3], [0.005, 10.0], [0.0055, 10.0], [0.0075, 16.0], [0.008, 30.0], [0.0155, 0.4]]",92.48,,C
248,36897.5,BTC-25JUN21,1623313108125,"{'volume': 450.1, 'price_change': 63.1579, 'low': 0.009, 'high': 0.022}",open,2134.0,0.0015,0.0545,0.01602731,86.98,0.0155,0.0,BTC-25JUN21-44000-C,36882.71,"{'vega': 19.70236, 'theta': -57.16971, 'rho': 2.50273, 'gamma': 4e-05, 'delta': 0.18122}",36882.71,31781521247,"[[0.0155, 14.4], [0.015, 15.5], [0.0145, 0.1], [0.0125, 14.0], [0.012, 30.0], [0.0115, 10.0], [0.01, 1.0], [0.004, 1.2], [0.003, 0.4], [0.0005, 0.1]]",85.98,0.0155,14.4,0.017,19.5,"[[0.017, 19.5], [0.0175, 11.5], [0.0185, 14.0], [0.02, 30.1], [0.023, 5.0], [0.025, 1.0], [0.0325, 10.0], [0.0335, 0.2], [0.038, 6.0], [0.04, 2.5], [0.058, 0.6], [0.08, 1.0], [0.0985, 5.0], [0.1, 0.1], [0.12, 0.2], [0.35, 0.5], [0.48, 0.2]]",88.77,0.02,C
249,37325.08,SYN.BTC-27AUG21,1623313108123,"{'volume': 27.2, 'price_change': -23.3871, 'low': 0.136, 'high': 0.1885}",open,148.3,0.0815,0.218,0.13713269,93.91,0.1425,0.0,BTC-27AUG21-35000-P,36882.71,"{'vega': 64.38941, 'theta': -38.76639, 'rho': -39.44413, 'gamma': 2e-05, 'delta': -0.35748}",36882.71,31781524564,"[[0.136, 0.5], [0.135, 0.3], [0.1345, 0.9], [0.134, 0.7], [0.1335, 6.4], [0.1155, 8.0], [0.11, 20.0], [0.104, 0.4], [0.0005, 0.3]]",93.26,0.136,0.5,0.139,6.9,"[[0.139, 6.9], [0.1395, 1.2], [0.14, 0.3], [0.1405, 8.0], [0.142, 1.0], [0.35, 2.0], [0.4, 3.0]]",95.0,0.14,P
