,underlying_price,underlying_index,timestamp,stats,state,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,settlement_price,option_type
0,36904.85,SYN.BTC-2JUL21,1623313079928,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.01,0.0855,0.03712098,86.03,,0.0,BTC-2JUL21-42000-C,36858.38,"{'vega': 31.77897, 'theta': -62.17159, 'rho': 5.98013, 'gamma': 5e-05, 'delta': 0.30611}",36858.38,31781512917,"[[0.0355, 6.4], [0.0275, 0.4]]",84.15,0.0355,6.4,0.0385,6.4,"[[0.0385, 6.4]]",87.63,,C
1,37556.0,BTC-24SEP21,1623313077916,"{'volume': 2.2, 'price_change': -18.6777, 'low': 0.246, 'high': 0.303}",open,563.7,0.1695,0.3375,0.24000973,93.73,0.246,0.0,BTC-24SEP21-40000-P,36858.63,"{'vega': 80.08093, 'theta': -35.40852, 'rho': -75.15493, 'gamma': 2e-05, 'delta': -0.44919}",36858.63,31781513579,"[[0.2385, 0.6], [0.238, 0.6], [0.236, 0.3], [0.1775, 0.4], [0.034, 1.0], [0.03, 2.0], [0.001, 5.0], [0.0005, 0.1]]",93.04,0.2385,0.6,0.2435,0.3,"[[0.2435, 0.3], [0.246, 0.5], [0.2465, 0.5], [0.32, 1.0], [0.4265, 1.0], [0.4795, 0.5], [0.572, 0.1], [0.6165, 0.1], [0.9205, 0.1], [1.1285, 0.1], [2.158, 0.5]]",95.39,0.24,P
2,36840.51,BTC-18JUN21,1623313077912,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.3005,0.357,0.32359032,142.37,,0.0,BTC-18JUN21-25000-C,36858.63,"{'vega': 3.27184, 'theta': -29.15951, 'rho': 5.24485, 'gamma': 1e-05, 'delta': 0.97419}",36858.63,31781512244,"[[0.1835, 2.5]]",0.0,0.1835,2.5,0.424,2.5,"[[0.424, 2.5]]",476.11,0.33,C
3,36872.47,BTC-25JUN21,1623313079930,"{'volume': 240.1, 'price_change': -59.1837, 'low': 0.01, 'high': 0.025}",open,2139.6,0.0001,0.0445,0.0108121,112.15,0.01,0.0,BTC-25JUN21-28000-P,36858.38,"{'vega': 12.39396, 'theta': -46.37343, 'rho': -1.56595, 'gamma': 2e-05, 'delta': -0.09262}",36858.38,31781514011,"[[0.01, 16.1], [0.0095, 15.0], [0.0085, 16.0], [0.007, 30.0], [0.0045, 7.5], [0.003, 2.0], [0.0015, 0.4], [0.0005, 0.2]]",109.7,0.01,16.1,0.0115,35.2,"[[0.0115, 35.2], [0.012, 14.4], [0.0135, 16.0], [0.014, 30.0], [0.028, 0.2], [0.031, 0.7], [0.04, 2.0], [0.041, 0.1], [0.0495, 1.0], [0.05, 3.0], [0.0525, 2.0], [0.054, 2.0], [0.0575, 2.0], [0.0605, 2.0], [0.063, 2.0], [0.0675, 2.0], [0.0695, 5.0], [0.07, 1.0], [0.0875, 5.0], [0.09, 13.0]]",114.18,0.01,P
4,36872.67,BTC-25JUN21,1623313077916,"{'volume': 2.2, 'price_change': -0.0532, 'low': 0.9395, 'high': 0.94}",open,46.9,0.7905,0.9125,0.84511402,125.5,0.9395,0.0,BTC-25JUN21-68000-P,36858.63,"{'vega': 2.21833, 'theta': -9.28784, 'rho': -27.76439, 'gamma': 0.0, 'delta': -0.98868}",36858.63,31781513648,"[[0.8405, 0.3]]",0.0,0.8405,0.3,0.848,0.3,"[[0.848, 0.3]]",153.13,0.84,P
5,38300.11,BTC-31DEC21,1623313079926,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,386.3,0.3995,0.6245,0.49431264,95.18,0.5395,0.0,BTC-31DEC21-50000-P,36858.38,"{'vega': 114.20577, 'theta': -26.64353, 'rho': -214.4467, 'gamma': 1e-05, 'delta': -0.50753}",36858.38,31772395331,"[[0.1035, 0.5], [0.0015, 1.0], [0.001, 5.0], [0.0005, 0.1]]",0.0,0.1035,0.5,0.8,1.0,"[[0.8, 1.0]]",204.17,0.49,P
6,38300.11,BTC-31DEC21,1623313079927,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,443.6,0.3615,0.582,0.45453771,95.12,0.5995,0.0,BTC-31DEC21-48000-P,36858.38,"{'vega': 114.14322, 'theta': -26.61369, 'rho': -201.06734, 'gamma': 1e-05, 'delta': -0.4848}",36858.38,31765393022,"[[0.0015, 1.0], [0.001, 5.0], [0.0005, 0.1]]",0.0,0.0015,1.0,1.5,1.0,"[[1.5, 1.0]]",500.0,0.45,P
7,36872.67,BTC-25JUN21,1623313077912,"{'volume': 0.4, 'price_change': -50.0, 'low': 0.0005, 'high': 0.001}",open,1007.2,0.0001,0.0155,0.00071382,200.85,0.0005,0.0,BTC-25JUN21-14000-P,36858.63,"{'vega': 1.06082, 'theta': -7.10813, 'rho': -0.08497, 'gamma': 0.0, 'delta': -0.0049}",36858.63,31781475283,"[[0.0005, 46.6]]",192.49,0.0005,46.6,0.001,15.1,"[[0.001, 15.1], [0.0015, 3.0], [0.005, 1.0], [0.006, 7.5], [0.0085, 19.0], [0.01, 0.1], [0.0165, 2.0], [0.017, 0.4], [0.0205, 2.0], [0.021, 0.4], [0.0245, 2.0], [0.032, 0.5], [0.06, 0.5], [0.076, 0.5], [0.13, 0.3], [0.148, 0.5], [0.155, 0.2], [0.2, 0.2], [0.4, 1.0], [0.5965, 10.0]]",209.68,0.0,P
8,36840.51,BTC-18JUN21,1623313077915,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.5815,0.6925,0.62954811,141.7,,0.0,BTC-18JUN21-60000-P,36858.63,"{'vega': 1.84168, 'theta': -16.33629, 'rho': -13.03145, 'gamma': 0.0, 'delta': -0.98686}",36858.63,31515331791,[],0.0,0.0,0.0,0.0,0.0,[],0.0,0.62,P
9,36840.32,BTC-18JUN21,1623313079931,"{'volume': 35.9, 'price_change': 66.6667, 'low': 0.003, 'high': 0.0065}",open,447.4,0.0001,0.032,0.00447991,98.36,0.005,0.0,BTC-18JUN21-46000-C,36858.38,"{'vega': 7.56176, 'theta': -46.55707, 'rho': 0.55291, 'gamma': 3e-05, 'delta': 0.07306}",36858.38,31781512365,"[[0.004, 14.2], [0.0035, 15.1], [0.003, 98.7], [0.002, 30.0], [0.0005, 18.0]]",95.95,0.004,14.2,0.005,15.3,"[[0.005, 15.3], [0.0055, 30.1], [0.006, 2.7], [0.007, 30.1], [0.0105, 6.0], [0.019, 0.2], [0.021, 0.4]]",100.82,0.0,C
10,36872.47,BTC-25JUN21,1623313079929,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.1665,0.2485,0.2023108,102.86,,0.0,BTC-25JUN21-30000-C,36858.38,"{'vega': 16.38753, 'theta': -56.23333, 'rho': 10.00304, 'gamma': 3e-05, 'delta': 0.86299}",36858.38,31781512078,"[[0.193, 9.5], [0.192, 0.1], [0.1915, 0.4]]",78.66,0.193,9.5,0.235,9.5,"[[0.235, 9.5], [0.4515, 0.1]]",164.17,0.21,C
11,36830.55,SYN.BTC-12JUN21,1623313080751,"{'volume': 8.0, 'price_change': 0.0, 'low': 0.018, 'high': 0.018}",open,8.0,0.0001,0.0575,0.01651717,90.26,0.018,0.0,BTC-12JUN21-36000-P,36858.38,"{'vega': 10.10335, 'theta': -229.41166, 'rho': -0.74216, 'gamma': 0.00015, 'delta': -0.35355}",36858.38,31781514232,"[[0.0155, 8.0], [0.015, 2.5], [0.013, 1.5], [0.0115, 10.0], [0.01, 24.0], [0.0005, 5.0]]",86.55,0.0155,8.0,0.0165,1.3,"[[0.0165, 1.3], [0.017, 1.5], [0.018, 8.0], [0.019, 15.0], [0.023, 24.0], [0.0335, 2.9]]",90.2,,P
12,37035.43,BTC-30JUL21,1623313077915,"{'volume': 270.4, 'price_change': -39.2857, 'low': 0.0255, 'high': 0.042}",open,814.6,0.0065,0.069,0.02576119,105.06,0.0255,0.0,BTC-30JUL21-25000-P,36858.63,"{'vega': 26.44735, 'theta': -27.79142, 'rho': -7.09132, 'gamma': 1e-05, 'delta': -0.11406}",36858.63,31781513757,"[[0.025, 1.0], [0.0245, 27.8], [0.024, 8.0], [0.0225, 5.0], [0.0205, 7.5], [0.014, 0.1], [0.0125, 5.0], [0.01, 0.2], [0.0075, 0.4], [0.0005, 0.1]]",103.99,0.025,1.0,0.0265,0.6,"[[0.0265, 0.6], [0.027, 31.3], [0.0275, 8.0], [0.028, 1.3], [0.0285, 5.1], [0.029, 1.3], [0.0305, 15.0], [0.031, 7.5], [0.0415, 0.1], [0.06, 0.5], [0.23, 0.1], [0.25, 0.1], [0.3245, 0.9], [0.5085, 0.1]]",106.09,0.03,P
13,36829.98,BTC-11JUN21,1623313077912,"{'volume': 400.3, 'price_change': -79.3478, 'low': 0.008, 'high': 0.046}",open,687.0,0.0001,0.0465,0.00961407,91.43,0.0095,0.0,BTC-11JUN21-36000-P,36858.63,"{'vega': 6.73409, 'theta': -307.84714, 'rho': -0.31593, 'gamma': 0.0002, 'delta': -0.30746}",36858.63,31781512583,"[[0.009, 2.3], [0.0085, 9.3], [0.008, 3.1], [0.0075, 1.0], [0.007, 11.0], [0.006, 24.0], [0.003, 1.5], [0.0005, 0.2]]",88.12,0.009,2.3,0.01,4.8,"[[0.01, 4.8], [0.0105, 9.9], [0.011, 1.7], [0.0115, 1.3], [0.012, 0.3], [0.0125, 11.3], [0.013, 24.0], [0.015, 0.1], [0.0215, 0.8], [0.03, 0.6], [0.0395, 5.0], [0.05, 0.1], [0.085, 0.1]]",93.6,0.01,P
14,36839.96,BTC-18JUN21,1623313079927,"{'volume': 203.0, 'price_change': -63.7363, 'low': 0.0165, 'high': 0.0455}",open,222.3,0.0015,0.056,0.01628823,94.63,0.0165,0.0,BTC-18JUN21-33000-P,36858.38,"{'vega': 15.06822, 'theta': -89.26003, 'rho': -1.71077, 'gamma': 5e-05, 'delta': -0.19591}",36858.38,31781512537,"[[0.016, 9.1], [0.0155, 27.4], [0.015, 1.5], [0.0135, 1.0], [0.013, 24.0], [0.0085, 0.4]]",93.92,0.016,9.1,0.017,5.9,"[[0.017, 5.9], [0.0175, 11.0], [0.018, 8.0], [0.02, 24.0], [0.0205, 33.0], [0.0215, 0.5], [0.0465, 5.0], [0.057, 0.3]]",96.36,0.02,P
15,36905.28,SYN.BTC-2JUL21,1623313077914,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.318,0.431,0.36617116,93.0,,0.0,BTC-2JUL21-50000-P,36858.63,"{'vega': 17.24884, 'theta': -36.48031, 'rho': -27.88176, 'gamma': 2e-05, 'delta': -0.88804}",36858.63,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,P
16,38898.55,BTC-25MAR22,1623313077917,"{'volume': 1.0, 'price_change': 0.0, 'low': 0.0135, 'high': 0.0135}",open,234.0,0.0005,0.082,0.01524066,119.72,0.0135,0.0,BTC-25MAR22-400000-C,36858.63,"{'vega': 34.76988, 'theta': -7.2273, 'rho': 10.20277, 'gamma': 0.0, 'delta': 0.04848}",36858.63,31781475191,"[[0.0135, 1.0], [0.009, 2.1], [0.008, 18.0], [0.006, 0.1], [0.003, 8.2], [0.001, 5.0], [0.0005, 17.4]]",117.7,0.0135,1.0,0.018,28.6,"[[0.018, 28.6], [0.019, 0.3], [0.025, 0.1], [0.027, 0.1], [0.031, 2.4], [0.033, 0.2], [0.04, 0.1], [0.05, 0.1]]",122.65,0.01,C
17,36829.79,BTC-11JUN21,1623313077914,"{'volume': 1.9, 'price_change': -4.1451, 'low': 0.0925, 'high': 0.0965}",open,150.6,0.0545,0.1325,0.0878697,106.96,0.0925,0.0,BTC-11JUN21-40000-P,36858.63,"{'vega': 2.64624, 'theta': -141.51773, 'rho': -1.01157, 'gamma': 7e-05, 'delta': -0.92736}",36858.63,31781512932,"[[0.086, 3.0], [0.0845, 1.0], [0.081, 4.0], [0.08, 6.0], [0.0005, 0.1]]",0.0,0.086,3.0,0.089,3.0,"[[0.089, 3.0], [0.09, 1.0], [0.0925, 4.6], [0.095, 6.0], [0.22, 0.1], [0.588, 2.5]]",121.14,0.08,P
18,36840.51,BTC-18JUN21,1623313077916,"{'volume': 32.7, 'price_change': -25.0, 'low': 0.0015, 'high': 0.0025}",open,145.1,0.0001,0.016,0.00089273,185.0,0.0015,0.0,BTC-18JUN21-20000-P,36858.63,"{'vega': 1.31428, 'theta': -15.22021, 'rho': -0.0791, 'gamma': 0.0, 'delta': -0.00892}",36858.63,31781475235,"[[0.0005, 2.2]]",171.78,0.0005,2.2,0.0015,32.3,"[[0.0015, 32.3], [0.0025, 19.0], [0.003, 5.0], [0.007, 6.1], [0.0075, 0.1], [0.0085, 0.5], [0.01, 30.1], [0.0175, 2.0], [0.02, 0.1], [0.03, 0.1], [0.035, 3.0], [0.04, 0.1], [0.05, 0.1], [0.06, 0.1], [0.07, 0.1], [0.09, 0.1], [0.095, 4.0], [0.12, 0.1], [0.14, 0.1], [0.16, 0.1]]",199.21,0.0,P
19,36831.79,SYN.BTC-12JUN21,1623313077916,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.029,0.111,0.06549225,86.24,,0.0,BTC-12JUN21-39000-P,36858.63,"{'vega': 7.44571, 'theta': -161.53963, 'rho': -1.74984, 'gamma': 0.00012, 'delta': -0.80703}",36858.63,31781512972,"[[0.063, 1.9]]",73.2,0.063,1.9,0.0,0.0,[],0.0,,P
20,36872.77,BTC-25JUN21,1623313078919,"{'volume': 691.1, 'price_change': 62.5, 'low': 0.004, 'high': 0.0085}",open,2701.6,0.0001,0.035,0.00600836,97.15,0.0065,0.0,BTC-25JUN21-50000-C,36858.02,"{'vega': 10.43885, 'theta': -33.83219, 'rho': 1.02522, 'gamma': 2e-05, 'delta': 0.07372}",36858.02,31781506009,"[[0.0055, 14.2], [0.005, 15.7], [0.0035, 23.0], [0.003, 533.0], [0.0025, 9.5], [0.0015, 25.5], [0.001, 145.0], [0.0005, 1.4]]",95.31,0.0055,14.2,0.0065,11.9,"[[0.0065, 11.9], [0.007, 28.4], [0.0075, 4.6], [0.009, 30.0], [0.012, 0.2], [0.0125, 0.1], [0.013, 5.1], [0.0135, 0.1], [0.014, 0.1], [0.0145, 0.1], [0.02, 50.0], [0.0235, 0.2], [0.025, 6.0], [0.0295, 0.7], [0.03, 1.0], [0.04, 2.0], [0.042, 0.1], [0.049, 0.3], [0.0495, 10.0], [0.05, 0.8]]",98.85,0.01,C
21,36827.0,BTC-11JUN21,1623313086977,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,64.3,0.0001,0.015,0.0,132.31,0.0005,0.0,BTC-11JUN21-70000-C,36863.37,"{'vega': 0.0, 'theta': 0.0, 'rho': 0.0, 'gamma': 0.0, 'delta': 0.0}",36863.37,31781407435,[],0.0,0.0,0.0,0.0005,2.0,"[[0.0005, 2.0], [0.0015, 2.0], [0.003, 0.1], [0.004, 0.1], [0.0045, 0.5], [0.005, 7.5], [0.008, 19.0]]",475.39,0.0,C
22,36905.45,SYN.BTC-2JUL21,1623313086975,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.126,0.2395,0.17512153,86.0,,0.0,BTC-2JUL21-42000-P,36863.37,"{'vega': 31.77587, 'theta': -62.13933, 'rho': -19.32161, 'gamma': 5e-05, 'delta': -0.69397}",36863.37,31781515088,"[[0.1655, 0.4]]",74.49,0.1655,0.4,0.0,0.0,[],0.0,,P
23,36840.43,BTC-18JUN21,1623313078943,"{'volume': 156.8, 'price_change': -64.0, 'low': 0.009, 'high': 0.026}",open,203.0,0.0001,0.0435,0.0094699,104.75,0.009,0.0,BTC-18JUN21-31000-P,36858.02,"{'vega': 10.69246, 'theta': -70.11222, 'rho': -1.0176, 'gamma': 3e-05, 'delta': -0.11675}",36858.02,31781513945,"[[0.009, 16.9], [0.0085, 12.1], [0.008, 15.0], [0.0075, 1.0], [0.007, 30.0], [0.0035, 8.5], [0.0025, 0.4]]",103.11,0.009,16.9,0.01,1.1,"[[0.01, 1.1], [0.0105, 34.7], [0.011, 59.5], [0.013, 30.0], [0.0155, 6.0], [0.017, 20.0], [0.024, 2.6], [0.0245, 15.0], [0.04, 1.5]]",106.56,0.01,P
24,36872.47,BTC-25JUN21,1623313079926,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,492.7,0.3295,0.391,0.35432435,133.61,0.301,0.0,BTC-25JUN21-24000-C,36858.38,"{'vega': 6.77472, 'theta': -30.19833, 'rho': 9.13104, 'gamma': 1e-05, 'delta': 0.95741}",36858.38,31781513640,"[[0.3495, 8.7], [0.346, 6.0], [0.234, 2.5], [0.0005, 0.1]]",88.32,0.3495,8.7,0.358,1.4,"[[0.358, 1.4], [0.3585, 7.0], [0.36, 0.1], [0.362, 6.0], [0.4545, 2.5], [0.8945, 1.0]]",150.92,0.36,C
25,36828.92,BTC-11JUN21,1623313079931,"{'volume': 18.8, 'price_change': -50.0, 'low': 0.0005, 'high': 0.001}",open,1020.0,0.0001,0.015,6.3e-07,169.1,0.0005,0.0,BTC-11JUN21-26000-P,36858.38,"{'vega': 0.00254, 'theta': -0.02331, 'rho': -3e-05, 'gamma': 0.0, 'delta': -3e-05}",36858.38,31781487858,[],0.0,0.0,0.0,0.0005,4.6,"[[0.0005, 4.6], [0.0045, 19.0], [0.006, 10.0], [0.013, 0.1], [0.025, 0.1], [0.05, 0.1], [0.12, 0.1], [0.26, 11.5]]",293.84,0.0,P
26,36905.26,SYN.BTC-2JUL21,1623313078919,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.088,0.199,0.13577524,86.0,,0.0,BTC-2JUL21-40000-P,36858.02,"{'vega': 34.78607, 'theta': -68.03209, 'rho': -16.55099, 'gamma': 5e-05, 'delta': -0.6087}",36858.02,31781512970,"[[0.1255, 0.4]]",74.99,0.1255,0.4,0.0,0.0,[],0.0,,P
27,37557.24,BTC-24SEP21,1623313079926,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,340.5,0.2135,0.351,0.27277942,96.57,0.2285,0.0,BTC-24SEP21-32000-C,36858.38,"{'vega': 68.71483, 'theta': -31.30452, 'rho': 48.2214, 'gamma': 2e-05, 'delta': 0.71495}",36858.38,31781512939,"[[0.2305, 9.0], [0.197, 0.4], [0.15, 0.1], [0.1475, 10.0], [0.001, 5.0]]",73.28,0.2305,9.0,0.3115,9.0,"[[0.3115, 9.0], [0.334, 0.5], [0.39, 7.0], [0.45, 0.1], [0.4795, 0.1], [0.5, 0.1], [0.65, 0.1]]",117.72,0.27,C
28,37557.24,BTC-24SEP21,1623313079928,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,160.6,0.675,0.863,0.75295525,94.04,0.77,0.0,BTC-24SEP21-64000-P,36858.38,"{'vega': 58.70186, 'theta': -26.04273, 'rho': -168.01655, 'gamma': 2e-05, 'delta': -0.78769}",36858.38,31781511106,"[[0.7045, 3.0], [0.704, 5.0], [0.001, 5.0]]",38.49,0.7045,3.0,0.0,0.0,[],0.0,0.74,P
29,38300.47,BTC-31DEC21,1623313079932,"{'volume': 3.8, 'price_change': -13.6364, 'low': 0.131, 'high': 0.154}",open,780.5,0.0775,0.2225,0.13501909,98.45,0.133,0.0,BTC-31DEC21-28000-P,36858.38,"{'vega': 83.36842, 'theta': -20.11735, 'rho': -74.64433, 'gamma': 1e-05, 'delta': -0.21371}",36858.38,31781504547,"[[0.133, 0.5], [0.132, 0.2], [0.1305, 0.9], [0.13, 0.2], [0.1055, 11.0], [0.105, 4.0], [0.084, 0.4], [0.01, 0.2], [0.001, 5.0], [0.0005, 0.1]]",97.52,0.133,0.5,0.1375,2.0,"[[0.1375, 2.0], [0.139, 11.0], [0.212, 10.9], [0.4, 0.1]]",99.59,0.13,P
30,36839.96,BTC-18JUN21,1623313079926,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,55.8,0.0825,0.167,0.12053322,94.63,0.081,0.0,BTC-18JUN21-33000-C,36858.38,"{'vega': 15.06822, 'theta': -89.26003, 'rho': 5.5108, 'gamma': 5e-05, 'delta': 0.80409}",36858.38,31781514056,"[[0.1155, 1.0], [0.113, 0.8], [0.08, 0.1], [0.03, 0.5]]",81.74,0.1155,1.0,0.1225,1.0,"[[0.1225, 1.0], [0.221, 2.5]]",99.39,0.12,C
31,36828.63,BTC-11JUN21,1623313080935,"{'volume': 342.5, 'price_change': 275.0, 'low': 0.004, 'high': 0.03}",open,494.3,0.0001,0.0525,0.01555009,85.5,0.015,0.0,BTC-11JUN21-37000-C,36857.94,"{'vega': 7.61644, 'theta': -325.58663, 'rho': 0.45008, 'gamma': 0.00024, 'delta': 0.46726}",36857.94,31781514021,"[[0.0145, 11.0], [0.0135, 1.4], [0.013, 1.5], [0.011, 29.2], [0.0085, 1.5], [0.003, 0.5], [0.0005, 0.1]]",80.41,0.0145,11.0,0.0165,9.6,"[[0.0165, 9.6], [0.017, 0.9], [0.0175, 1.8], [0.0185, 9.0], [0.021, 18.0], [0.028, 0.1], [0.029, 0.8], [0.0365, 0.6], [0.0465, 5.0], [0.076, 14.0], [0.26, 10.0]]",90.08,0.02,C
32,36840.43,BTC-18JUN21,1623313080933,"{'volume': 1.8, 'price_change': 100.0, 'low': 0.0005, 'high': 0.001}",open,222.4,0.0001,0.019,0.00090119,141.7,0.001,0.0,BTC-18JUN21-60000-C,36857.94,"{'vega': 1.84168, 'theta': -16.33643, 'rho': 0.09869, 'gamma': 0.0, 'delta': 0.01314}",36857.94,31781499050,"[[0.0005, 25.0]]",131.98,0.0005,25.0,0.0015,35.6,"[[0.0015, 35.6], [0.003, 0.5], [0.006, 1.0], [0.0065, 19.0], [0.007, 6.0], [0.08, 2.0]]",151.68,0.0,C
33,37034.27,BTC-30JUL21,1623313080933,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,412.2,0.2165,0.3565,0.2761812,88.59,0.294,0.0,BTC-30JUL21-45000-P,36857.94,"{'vega': 49.84116, 'theta': -44.16528, 'rho': -47.81277, 'gamma': 3e-05, 'delta': -0.66652}",36857.94,31781514199,"[[0.01, 1.0], [0.0005, 0.3]]",0.0,0.01,1.0,0.3645,0.4,"[[0.3645, 0.4], [0.3685, 20.0], [0.9835, 1.5]]",150.32,0.27,P
34,36873.1,BTC-25JUN21,1623313080933,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,524.1,0.58,0.6935,0.62927929,115.68,0.87,0.0,BTC-25JUN21-60000-P,36857.94,"{'vega': 4.36849, 'theta': -16.85878, 'rho': -24.28934, 'gamma': 1e-05, 'delta': -0.97499}",36857.94,31781513396,"[[0.6085, 1.5], [0.608, 6.0], [0.029, 2.5], [0.025, 0.4], [0.0005, 0.1]]",0.0,0.6085,1.5,0.6495,1.5,"[[0.6495, 1.5], [0.65, 6.0], [1.1295, 2.5]]",186.66,0.62,P
35,36828.19,BTC-11JUN21,1623313080938,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.2,0.2655,0.3455,0.30333731,131.61,0.3755,0.0,BTC-11JUN21-48000-P,36857.94,"{'vega': 0.00487, 'theta': -0.32064, 'rho': -1.29857, 'gamma': 0.0, 'delta': -0.99994}",36857.94,31781511475,[],0.0,0.0,0.0,0.8035,2.5,"[[0.8035, 2.5]]",500.0,0.3,P
36,36840.43,BTC-18JUN21,1623313080933,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,15.3,0.108,0.189,0.14374895,99.46,0.0785,0.0,BTC-18JUN21-32000-C,36857.94,"{'vega': 12.77924, 'theta': -79.56374, 'rho': 5.68341, 'gamma': 4e-05, 'delta': 0.84871}",36857.94,31781514036,"[[0.1405, 1.5], [0.136, 0.4], [0.004, 2.5]]",89.61,0.1405,1.5,0.242,5.5,"[[0.242, 5.5]]",308.21,0.15,C
37,36828.63,BTC-11JUN21,1623313080933,"{'volume': 4.7, 'price_change': -48.6166, 'low': 0.065, 'high': 0.1265}",open,53.9,0.0285,0.106,0.06208715,95.26,0.065,0.0,BTC-11JUN21-39000-P,36857.94,"{'vega': 4.02949, 'theta': -191.92032, 'rho': -0.92978, 'gamma': 0.00012, 'delta': -0.87106}",36857.94,31781512877,"[[0.059, 1.0], [0.051, 5.0]]",43.38,0.059,1.0,0.0665,6.0,"[[0.0665, 6.0], [0.07, 1.3], [0.6565, 2.0]]",129.01,0.06,P
38,36828.63,BTC-11JUN21,1623313080935,"{'volume': 9.3, 'price_change': -61.4213, 'low': 0.0345, 'high': 0.0985}",open,312.0,0.004,0.0815,0.03862367,87.96,0.038,0.0,BTC-11JUN21-38000-P,36857.94,"{'vega': 6.14038, 'theta': -270.04345, 'rho': -0.78165, 'gamma': 0.00019, 'delta': -0.74586}",36857.94,31781513767,"[[0.037, 3.0], [0.035, 1.0], [0.033, 6.0], [0.0325, 2.4], [0.0035, 6.0], [0.0005, 0.2]]",77.93,0.037,3.0,0.04,4.0,"[[0.04, 4.0], [0.0405, 1.0], [0.0415, 6.0], [0.045, 6.0], [0.0505, 1.1], [0.158, 2.0]]",96.06,0.04,P
39,37034.27,BTC-30JUL21,1623313080933,"{'volume': 47.7, 'price_change': 34.6154, 'low': 0.013, 'high': 0.019}",open,811.4,0.002,0.06,0.01697134,94.62,0.0175,0.0,BTC-30JUL21-60000-C,36857.94,"{'vega': 26.52423, 'theta': -25.10442, 'rho': 4.94787, 'gamma': 1e-05, 'delta': 0.11453}",36857.94,31781512402,"[[0.0165, 7.1], [0.016, 9.9], [0.0155, 11.0], [0.013, 16.0], [0.0125, 10.5], [0.01, 0.3], [0.0045, 0.5], [0.0035, 0.5], [0.0025, 1.0], [0.002, 2.0], [0.0005, 30.4]]",93.96,0.0165,7.1,0.0175,30.3,"[[0.0175, 30.3], [0.018, 12.2], [0.0185, 8.0], [0.0195, 16.0], [0.02, 1.3], [0.021, 1.1], [0.0235, 0.1], [0.04, 32.0], [0.048, 0.7], [0.085, 0.1], [0.1, 1.1], [0.2275, 2.2]]",95.36,0.02,C
40,36873.1,BTC-25JUN21,1623313080935,"{'volume': 35.4, 'price_change': -53.3333, 'low': 0.0035, 'high': 0.0075}",open,865.0,0.0001,0.025,0.0034212,143.83,0.0035,0.0,BTC-25JUN21-22000-P,36857.94,"{'vega': 4.74051, 'theta': -22.74729, 'rho': -0.46936, 'gamma': 1e-05, 'delta': -0.02758}",36857.94,31781497946,"[[0.003, 136.0], [0.0025, 12.4], [0.002, 23.1], [0.001, 0.2], [0.0005, 69.2]]",140.44,0.003,136.0,0.004,27.5,"[[0.004, 27.5], [0.0045, 14.8], [0.005, 19.4], [0.006, 0.2], [0.007, 30.0], [0.0085, 7.5], [0.055, 0.1], [0.08, 6.0], [0.13, 0.1], [0.1625, 1.0], [1.52, 1.1]]",148.14,0.0,P
41,36927.86,SYN.BTC-2JUL21,1623313098053,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0875,0.1855,0.13104451,91.3,,0.0,BTC-2JUL21-34000-C,36882.28,"{'vega': 32.21331, 'theta': -66.88306, 'rho': 12.31445, 'gamma': 4e-05, 'delta': 0.68462}",36882.28,31781521326,"[[0.117, 0.4]]",74.98,0.117,0.4,0.0,0.0,[],0.0,,C
