,underlying_price,underlying_index,timestamp,stats,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,option_type
95,36676.45,BTC-25MAR22,1623243725361,"{'volume': 3.4, 'price_change': 7.6923, 'low': 0.11, 'high': 0.121}",open,0.12,197.7,0.0555,0.242,0.12335974,98.05,0.119,0.0,BTC-25MAR22-80000-C,34844.95,"{'vega': 117.18133, 'theta': -19.8922, 'rho': 58.04879, 'gamma': 1e-05, 'delta': 0.32341}",34844.95,31750219900,"[[0.1195, 9.9], [0.119, 12.0], [0.117, 16.9], [0.111, 12.1], [0.058, 0.2], [0.056, 0.4], [0.0205, 2.0], [0.02, 10.0], [0.0055, 1.0], [0.005, 1.0], [0.001, 5.0]]",96.83,0.1195,9.9,0.126,0.7,"[[0.126, 0.7], [0.127, 12.0], [0.1275, 15.1], [0.132, 12.0], [0.17, 0.1], [0.21, 0.5], [0.218, 0.5]]",98.87,C
96,36676.45,BTC-25MAR22,1623243725361,"{'volume': 5.8, 'price_change': 8.4746, 'low': 0.059, 'high': 0.064}",open,0.06,198.1,0.0195,0.166,0.06398599,100.09,0.064,0.0,BTC-25MAR22-120000-C,34844.95,"{'vega': 87.87783, 'theta': -15.2285, 'rho': 35.90799, 'gamma': 1e-05, 'delta': 0.18774}",34844.95,31750223454,"[[0.062, 0.6], [0.061, 13.0], [0.0585, 14.8], [0.034, 14.0], [0.02, 1.0], [0.017, 0.4], [0.001, 5.0]]",99.25,0.062,0.6,0.066,14.3,"[[0.066, 14.3], [0.0675, 0.5], [0.068, 13.0], [0.071, 14.0], [0.074, 3.0], [0.2115, 1.0]]",100.92,C
97,36162.02,BTC-31DEC21,1623243725366,"{'volume': 2.2, 'price_change': 12.766, 'low': 0.115, 'high': 0.1325}",open,0.13,851.3,0.064,0.2375,0.13019106,97.25,0.1325,0.0,BTC-31DEC21-60000-C,34844.95,"{'vega': 102.30401, 'theta': -24.28978, 'rho': 48.7206, 'gamma': 1e-05, 'delta': 0.37036}",34844.95,31750225661,"[[0.128, 0.8], [0.126, 13.4], [0.125, 16.5], [0.093, 11.0], [0.086, 1.0], [0.0705, 0.4], [0.001, 5.0], [0.0005, 0.1]]",96.46,0.128,0.8,0.132,0.5,"[[0.132, 0.5], [0.133, 13.0], [0.134, 15.8], [0.1345, 0.4], [0.1375, 11.0], [0.2315, 0.5], [0.248, 10.0]]",97.87,C
98,34827.17,BTC-11JUN21,1623243725363,"{'volume': 1.1, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,0.0,402.9,0.0001,0.015,1.401e-05,154.52,0.0005,0.0,BTC-11JUN21-50000-C,34844.95,"{'vega': 0.04379, 'theta': -0.48807, 'rho': 0.00084, 'gamma': 0.0, 'delta': 0.00051}",34844.95,31750125460,[],0.0,0.0,0.0,0.0005,4.0,"[[0.0005, 4.0], [0.001, 30.5], [0.002, 17.0], [0.0025, 20.5], [0.0035, 0.1], [0.006, 6.0], [0.021, 0.1]]",215.68,C
99,35218.25,SYN.BTC-27AUG21,1623243725365,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.38,0.0,0.2925,0.459,0.36289317,92.58,,0.0,BTC-27AUG21-45000-P,34844.95,"{'vega': 61.29663, 'theta': -36.011, 'rho': -76.13173, 'gamma': 2e-05, 'delta': -0.63862}",34844.95,31659791018,"[[0.0005, 0.2]]",0.0,0.0005,0.2,0.0,0.0,[],0.0,P
100,35047.86,BTC-30JUL21,1623243726370,"{'volume': 56.9, 'price_change': 18.1818, 'low': 0.0155, 'high': 0.0195}",open,0.02,575.7,0.0035,0.066,0.02018026,93.7,0.0195,0.0,BTC-30JUL21-55000-C,34848.79,"{'vega': 28.02797, 'theta': -25.85262, 'rho': 5.47932, 'gamma': 2e-05, 'delta': 0.13253}",34848.79,31750227073,"[[0.02, 25.0], [0.0195, 33.3], [0.019, 9.9], [0.0185, 8.0], [0.018, 17.8], [0.0165, 24.5], [0.0155, 1.0], [0.005, 0.6], [0.0005, 30.3]]",93.47,0.02,25.0,0.021,55.1,"[[0.021, 55.1], [0.0215, 9.4], [0.022, 31.0], [0.0225, 1.1], [0.023, 14.0], [0.0265, 3.0], [0.0275, 0.1], [0.0935, 0.2], [0.11, 0.9], [0.35, 1.0]]",94.71,C
101,35401.68,BTC-24SEP21,1623243726373,"{'volume': 0.3, 'price_change': 0.0, 'low': 0.1585, 'high': 0.1585}",open,0.14,0.3,0.073,0.212,0.1283395,99.29,0.1585,0.0,BTC-24SEP21-30000-P,34848.79,"{'vega': 64.68566, 'theta': -30.07203, 'rho': -42.49568, 'gamma': 2e-05, 'delta': -0.28204}",34848.79,31750228266,"[[0.127, 0.6], [0.1265, 16.5], [0.124, 1.0], [0.123, 16.6], [0.1215, 1.0], [0.097, 8.0], [0.0835, 0.4]]",98.61,0.127,0.6,0.1295,0.7,"[[0.1295, 0.7], [0.13, 17.8], [0.1305, 1.4], [0.1315, 16.0], [0.138, 8.0], [0.144, 2.0]]",99.98,P
102,36684.54,BTC-25MAR22,1623243726370,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.31,23.5,0.215,0.419,0.30022097,95.9,0.297,0.0,BTC-25MAR22-35000-P,34848.79,"{'vega': 115.92334, 'theta': -19.24712, 'rho': -178.5673, 'gamma': 1e-05, 'delta': -0.31504}",34848.79,31750224069,"[[0.2965, 2.5], [0.287, 6.0], [0.232, 0.4]]",94.74,0.2965,2.5,0.308,2.5,"[[0.308, 2.5], [0.319, 6.0]]",98.38,P
103,34866.78,BTC-18JUN21,1623243726368,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.12,0.0,0.093,0.1865,0.13435085,110.32,,0.0,BTC-18JUN21-31000-C,34848.79,"{'vega': 16.0214, 'theta': -100.53976, 'rho': 5.42063, 'gamma': 5e-05, 'delta': 0.78}",34848.79,31750227808,"[[0.132, 1.0], [0.1195, 0.4], [0.004, 2.5]]",104.93,0.132,1.0,0.1375,1.0,"[[0.1375, 1.0], [0.2345, 2.5]]",116.88,C
104,36684.54,BTC-25MAR22,1623243726369,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,2.4,1.1,2.1995,2.528,2.33584967,100.09,2.22,0.0,BTC-25MAR22-120000-P,34848.79,"{'vega': 87.9165, 'theta': -15.2352, 'rho': -913.52014, 'gamma': 1e-05, 'delta': -0.8122}",34848.79,31403573907,[],0.0,0.0,0.0,0.0,0.0,[],0.0,P
105,35222.9,SYN.BTC-27AUG21,1623243726370,"{'volume': 35.0, 'price_change': 11.1864, 'low': 0.147, 'high': 0.164}",open,0.17,104.8,0.12,0.2575,0.17854045,95.72,0.164,0.0,BTC-27AUG21-35000-C,34848.79,"{'vega': 63.48413, 'theta': -38.56286, 'rho': 31.54908, 'gamma': 2e-05, 'delta': 0.59353}",34848.79,31750226330,"[[0.1765, 22.8], [0.1755, 0.9], [0.175, 1.3], [0.173, 8.0], [0.1405, 0.4], [0.1, 0.1], [0.0005, 0.3]]",94.56,0.1765,22.8,0.181,35.4,"[[0.181, 35.4], [0.1815, 5.1], [0.182, 0.6], [0.185, 0.6], [0.191, 8.0]]",97.06,C
106,35397.84,BTC-24SEP21,1623243726369,"{'volume': 0.1, 'price_change': 0.0, 'low': 0.488, 'high': 0.488}",open,0.53,372.8,0.422,0.6105,0.5010263,94.28,0.488,0.0,BTC-24SEP21-50000-P,34848.79,"{'vega': 69.87014, 'theta': -30.84336, 'rho': -120.59815, 'gamma': 2e-05, 'delta': -0.66358}",34848.79,31749218653,"[[0.2, 0.1], [0.001, 5.0], [0.0005, 0.1]]",0.0,0.2,0.1,0.695,0.1,"[[0.695, 0.1], [0.72, 0.1]]",185.84,P
107,36165.44,BTC-31DEC21,1623243726473,"{'volume': 6.8, 'price_change': 6.25, 'low': 0.008, 'high': 0.0095}",open,0.01,569.9,0.0001,0.0525,0.00754078,120.2,0.0085,0.0,BTC-31DEC21-300000-C,34848.79,"{'vega': 17.78411, 'theta': -5.21898, 'rho': 4.30001, 'gamma': 0.0, 'delta': 0.02873}",34848.79,31750228738,"[[0.0065, 2.0], [0.006, 16.1], [0.005, 29.0], [0.0045, 17.0], [0.004, 6.0], [0.003, 6.0], [0.002, 29.6], [0.001, 11.0], [0.0005, 30.0]]",117.97,0.0065,2.0,0.0085,0.2,"[[0.0085, 0.2], [0.0095, 38.8], [0.0105, 1.6], [0.011, 17.0], [0.015, 0.2], [0.035, 0.1], [0.0375, 0.6], [0.04, 1.0], [0.0425, 1.6], [0.045, 0.1], [0.0655, 0.1], [0.0745, 0.1], [0.08, 5.1], [0.0825, 1.0], [0.0845, 0.1], [0.142, 0.1], [0.2, 1.5], [1.0, 0.5]]",122.07,C
108,36165.44,BTC-31DEC21,1623243726370,"{'volume': 1.4, 'price_change': -12.4555, 'low': 0.123, 'high': 0.149}",open,0.11,971.1,0.0575,0.1875,0.10762231,99.78,0.123,0.0,BTC-31DEC21-24000-P,34848.79,"{'vega': 70.62912, 'theta': -17.20624, 'rho': -57.97808, 'gamma': 1e-05, 'delta': -0.17818}",34848.79,31750225685,"[[0.1055, 1.7], [0.105, 13.0], [0.1045, 16.0], [0.1035, 0.4], [0.099, 10.0], [0.098, 0.1], [0.09, 1.0], [0.046, 0.6], [0.001, 5.0], [0.0005, 0.1]]",98.73,0.1055,1.7,0.11,1.5,"[[0.11, 1.5], [0.111, 17.5], [0.1115, 13.0], [0.112, 0.4], [0.137, 10.0], [0.168, 22.5], [0.17, 0.4], [0.207, 0.3], [0.934, 0.1], [0.95, 0.1]]",101.03,P
109,35401.68,BTC-24SEP21,1623243726371,"{'volume': 9.0, 'price_change': -30.1205, 'low': 0.029, 'high': 0.0465}",open,0.03,247.4,0.0085,0.074,0.02873108,113.1,0.029,0.0,BTC-24SEP21-18000-P,34848.79,"{'vega': 28.21003, 'theta': -14.93817, 'rho': -11.16042, 'gamma': 1e-05, 'delta': -0.07904}",34848.79,31750219683,"[[0.0275, 51.2], [0.027, 0.8], [0.0255, 0.9], [0.0195, 0.1], [0.0165, 14.0], [0.0115, 0.4], [0.01, 0.1], [0.0065, 0.1], [0.0055, 0.4], [0.0025, 5.0], [0.001, 5.0], [0.0005, 8.0]]",111.57,0.0275,51.2,0.0295,2.0,"[[0.0295, 2.0], [0.03, 19.1], [0.0315, 21.0], [0.035, 14.0], [0.0725, 0.1], [0.0775, 0.1], [0.0945, 0.1], [0.095, 0.1], [0.098, 0.1], [0.1065, 0.1], [0.2415, 0.1], [0.2825, 1.5]]",114.09,P
110,34861.66,BTC-25JUN21,1623243726557,"{'volume': 1.4, 'price_change': 1.2658, 'low': 0.786, 'high': 0.8}",open,0.64,922.8,0.56,0.674,0.60921102,114.42,0.8,0.0,BTC-25JUN21-56000-P,34848.79,"{'vega': 5.01106, 'theta': -18.15624, 'rho': -23.80446, 'gamma': 1e-05, 'delta': -0.96943}",34848.79,31750228874,"[[0.586, 7.0], [0.1075, 2.5], [0.025, 0.7], [0.01, 5.0], [0.0005, 0.1]]",0.0,0.586,7.0,0.63,6.0,"[[0.63, 6.0], [0.6385, 1.0], [1.108, 2.5]]",181.53,P
111,35397.84,BTC-24SEP21,1623243726368,"{'volume': 0.1, 'price_change': 0.0, 'low': 0.5, 'high': 0.5}",open,0.48,407.5,0.376,0.564,0.45527058,94.4,0.5,0.0,BTC-24SEP21-48000-P,34848.79,"{'vega': 72.06679, 'theta': -31.85239, 'rho': -112.74575, 'gamma': 2e-05, 'delta': -0.6335}",34848.79,31711038976,"[[0.261, 0.1], [0.13, 1.0], [0.001, 5.0], [0.0005, 0.1]]",0.0,0.261,0.1,0.8,0.2,"[[0.8, 0.2]]",259.89,P
112,34839.52,SYN.BTC-10JUN21,1623243726369,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.18,0.0,0.1715,0.2265,0.19626082,172.45,,0.0,BTC-10JUN21-28000-C,34848.79,"{'vega': 0.14197, 'theta': -12.24142, 'rho': 0.60403, 'gamma': 0.0, 'delta': 0.99714}",34848.79,31747679014,[],0.0,0.0,0.0,0.0,0.0,[],0.0,C
113,36165.44,BTC-31DEC21,1623243726369,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.68,21.1,0.6655,0.726,0.68823369,112.09,0.745,0.0,BTC-31DEC21-12000-C,34848.79,"{'vega': 24.04255, 'theta': -6.57963, 'rho': 54.83118, 'gamma': 0.0, 'delta': 0.95852}",34848.79,31748554623,"[[0.6755, 11.0], [0.6545, 0.1]]",88.49,0.6755,11.0,0.6975,11.0,"[[0.6975, 11.0]]",124.88,C
114,34870.62,BTC-18JUN21,1623243726373,"{'volume': 171.2, 'price_change': -54.3478, 'low': 0.0105, 'high': 0.038}",open,0.01,727.7,0.0001,0.0515,0.01200066,127.75,0.0105,0.0,BTC-18JUN21-28000-P,34848.79,"{'vega': 10.43298, 'theta': -75.81371, 'rho': -1.05729, 'gamma': 3e-05, 'delta': -0.11391}",34848.79,31750222368,"[[0.0115, 13.4], [0.011, 16.5], [0.0105, 40.6], [0.01, 4.0], [0.009, 33.0], [0.0085, 14.0], [0.008, 10.0], [0.007, 10.0], [0.006, 18.5], [0.005, 10.0], [0.004, 20.0], [0.003, 20.0], [0.0025, 0.1], [0.001, 0.6]]",126.11,0.0115,13.4,0.0125,45.1,"[[0.0125, 45.1], [0.013, 24.8], [0.0135, 14.1], [0.014, 45.5], [0.015, 30.0], [0.018, 6.0], [0.019, 0.9], [0.0275, 50.0], [0.037, 0.3], [0.0385, 20.0], [0.054, 1.0], [0.067, 3.0]]",129.45,P
115,35400.31,BTC-24SEP21,1623243727375,"{'volume': 129.2, 'price_change': 23.5294, 'low': 0.034, 'high': 0.042}",open,0.04,1038.4,0.0115,0.1105,0.04210338,95.23,0.042,0.0,BTC-24SEP21-64000-C,34851.89,"{'vega': 51.31617, 'theta': -22.88113, 'rho': 14.92266, 'gamma': 1e-05, 'delta': 0.18619}",34851.89,31750227298,"[[0.041, 19.8], [0.0395, 18.1], [0.038, 0.9], [0.0375, 0.8], [0.0305, 13.0], [0.03, 1.0], [0.01, 0.1], [0.009, 0.8], [0.001, 5.0], [0.0005, 0.1]]",94.46,0.041,19.8,0.0435,15.6,"[[0.0435, 15.6], [0.044, 1.9], [0.0445, 16.0], [0.045, 19.0], [0.0495, 13.0], [0.13, 2.0], [0.1415, 0.4], [0.15, 0.1], [0.2, 0.5], [0.23, 5.0], [0.2585, 5.0], [0.28, 0.5], [0.34, 0.5]]",96.18,C
116,34871.07,BTC-18JUN21,1623243727376,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.9,0.2,0.8095,0.924,0.86427844,123.42,0.7725,0.0,BTC-18JUN21-65000-P,34851.89,"{'vega': 0.14862, 'theta': -1.0434, 'rho': -15.64753, 'gamma': 0.0, 'delta': -0.9992}",34851.89,31549624136,[],0.0,0.0,0.0,0.0,0.0,[],0.0,P
117,34871.07,BTC-18JUN21,1623243727375,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.41,0.2,0.3365,0.436,0.37906391,110.2,0.2245,0.0,BTC-18JUN21-48000-P,34851.89,"{'vega': 4.40489, 'theta': -27.6117, 'rho': -11.26675, 'gamma': 1e-05, 'delta': -0.9627}",34851.89,31750227344,[],0.0,0.0,0.0,0.3915,0.2,"[[0.3915, 0.2], [0.8805, 2.5]]",164.46,P
118,34865.44,BTC-25JUN21,1623243727378,"{'volume': 0.3, 'price_change': 0.0, 'low': 0.8885, 'high': 0.8885}",open,0.87,271.7,0.782,0.9065,0.83702452,128.18,0.8885,0.0,BTC-25JUN21-64000-P,34851.89,"{'vega': 2.89916, 'theta': -11.76691, 'rho': -27.46718, 'gamma': 0.0, 'delta': -0.98402}",34851.89,31750228889,"[[0.811, 7.0]]",0.0,0.811,7.0,0.862,6.0,"[[0.862, 6.0], [0.8665, 1.0]]",220.51,P
119,34871.07,BTC-18JUN21,1623243727375,"{'volume': 0.1, 'price_change': 0.0, 'low': 0.0675, 'high': 0.0675}",open,0.09,266.5,0.034,0.1335,0.0765293,93.64,0.0675,0.0,BTC-18JUN21-36000-P,34851.89,"{'vega': 21.35811, 'theta': -113.75615, 'rho': -5.33045, 'gamma': 8e-05, 'delta': -0.55828}",34851.89,31750228801,"[[0.0735, 1.0], [0.0695, 6.0], [0.068, 18.0], [0.06, 1.5], [0.0555, 1.2], [0.0005, 0.1]]",88.81,0.0735,1.0,0.079,1.1,"[[0.079, 1.1], [0.081, 6.0], [0.0825, 1.5], [0.086, 18.0], [0.1115, 0.6], [0.155, 5.0], [0.196, 2.0]]",97.79,P
120,35403.41,BTC-24SEP21,1623243727415,"{'volume': 23.4, 'price_change': -36.7521, 'low': 0.037, 'high': 0.0585}",open,0.04,1063.7,0.0135,0.092,0.03927432,110.17,0.037,0.0,BTC-24SEP21-20000-P,34851.89,"{'vega': 34.70233, 'theta': -17.89995, 'rho': -14.89225, 'gamma': 1e-05, 'delta': -0.10451}",34851.89,31750229220,"[[0.038, 35.1], [0.0375, 14.8], [0.037, 1.3], [0.0355, 1.4], [0.023, 13.0], [0.0105, 0.2], [0.0095, 0.1], [0.009, 1.0], [0.0085, 0.5], [0.003, 0.7], [0.001, 5.0], [0.0005, 4.1]]",108.87,0.038,35.1,0.04,1.7,"[[0.04, 1.7], [0.0405, 16.8], [0.042, 20.0], [0.046, 13.0], [0.089, 0.1], [0.0935, 0.1], [0.094, 0.1], [0.0965, 0.1], [0.097, 0.1], [0.0975, 0.2], [0.104, 0.1], [0.106, 0.1], [0.128, 0.1], [0.5, 1.0], [3.58, 2.1]]",110.91,P
121,36684.75,BTC-25MAR22,1623243728382,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.63,0.0,0.603,0.693,0.63909034,103.14,,0.0,BTC-25MAR22-15000-C,34855.97,"{'vega': 46.5908, 'theta': -8.31959, 'rho': 82.73467, 'gamma': 0.0, 'delta': 0.92415}",34855.97,31748555120,"[[0.6195, 10.0]]",86.52,0.6195,10.0,0.6535,10.0,"[[0.6535, 10.0]]",114.09,C
122,35406.02,BTC-24SEP21,1623243728385,"{'volume': 5.2, 'price_change': 0.0, 'low': 0.0055, 'high': 0.0065}",open,0.0,586.4,0.0001,0.018,0.00343976,141.83,0.0055,0.0,BTC-24SEP21-8000-P,34855.97,"{'vega': 5.15041, 'theta': -3.42016, 'rho': -1.40287, 'gamma': 0.0, 'delta': -0.0101}",34855.97,31750157520,"[[0.003, 3.8], [0.0025, 45.3], [0.002, 48.3], [0.0005, 11.1]]",138.69,0.003,3.8,0.004,17.7,"[[0.004, 17.7], [0.0045, 0.8], [0.005, 30.0], [0.0085, 17.0], [0.009, 1.1], [0.01, 1.1], [0.05, 1.0], [0.1, 2.0], [0.25, 9.0]]",145.51,P
123,35053.95,BTC-30JUL21,1623243728415,"{'volume': 168.0, 'price_change': -27.6995, 'low': 0.0745, 'high': 0.134}",open,0.08,689.0,0.0365,0.145,0.07840356,101.25,0.077,0.0,BTC-30JUL21-30000-P,34855.97,"{'vega': 43.54523, 'theta': -43.40328, 'rho': -17.18337, 'gamma': 3e-05, 'delta': -0.2739}",34855.97,31750229828,"[[0.0775, 23.5], [0.077, 19.0], [0.0765, 0.4], [0.076, 7.4], [0.074, 0.9], [0.0735, 1.0], [0.0705, 2.0], [0.07, 9.0], [0.05, 0.3], [0.046, 0.4], [0.028, 5.0], [0.0005, 0.3]]",100.54,0.0775,23.5,0.0795,3.6,"[[0.0795, 3.6], [0.08, 9.8], [0.0805, 42.1], [0.083, 9.0], [0.1285, 0.1], [0.165, 1.0], [0.1675, 2.0], [0.195, 1.0]]",102.15,P
124,35053.95,BTC-30JUL21,1623243728382,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.91,0.0,1.77,1.959,1.85515965,118.75,,0.0,BTC-30JUL21-100000-P,34855.97,"{'vega': 5.22647, 'theta': -6.10961, 'rho': -138.47988, 'gamma': 0.0, 'delta': -0.98403}",34855.97,31750229484,"[[1.776, 1.0], [1.3565, 2.5]]",0.0,1.776,1.0,1.9165,1.0,"[[1.9165, 1.0], [2.357, 2.5]]",221.23,P
125,34874.38,BTC-18JUN21,1623243728382,"{'volume': 164.3, 'price_change': 33.3333, 'low': 0.0015, 'high': 0.003}",open,0.0,418.1,0.0001,0.0255,0.00239977,110.2,0.002,0.0,BTC-18JUN21-48000-C,34855.97,"{'vega': 4.40983, 'theta': -27.6429, 'rho': 0.29346, 'gamma': 1e-05, 'delta': 0.03734}",34855.97,31750220540,"[[0.002, 74.7], [0.0015, 13.6], [0.001, 30.0], [0.0005, 16.2]]",106.84,0.002,74.7,0.003,44.1,"[[0.003, 44.1], [0.0035, 58.7], [0.005, 30.1], [0.0085, 6.0], [0.0095, 0.1], [0.01, 0.2], [0.0105, 1.0], [0.0135, 0.2], [0.0265, 2.0]]",114.61,C
126,35401.94,BTC-24SEP21,1623243728382,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.77,168.1,0.7625,0.7955,0.77745423,141.83,0.79,0.0,BTC-24SEP21-8000-C,34855.97,"{'vega': 5.15161, 'theta': -3.42096, 'rho': 22.0028, 'gamma': 0.0, 'delta': 0.98989}",34855.97,31748553626,"[[0.772, 12.0], [0.001, 5.0]]",0.0,0.772,12.0,0.7835,12.0,"[[0.7835, 12.0]]",171.82,C
127,34846.52,SYN.BTC-10JUN21,1623243728385,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.12,0.0,0.1125,0.1785,0.1397923,168.64,,0.0,BTC-10JUN21-30000-C,34855.97,"{'vega': 0.97076, 'theta': -81.85639, 'rho': 0.62954, 'gamma': 2e-05, 'delta': 0.97427}",34855.97,31747679136,"[[0.0005, 0.1]]",0.0,0.0005,0.1,0.0,0.0,[],0.0,C
128,35053.95,BTC-30JUL21,1623243728385,"{'volume': 67.3, 'price_change': 27.1605, 'low': 0.0365, 'high': 0.0515}",open,0.05,972.8,0.0175,0.112,0.05123091,90.96,0.0515,0.0,BTC-30JUL21-45000-C,34855.97,"{'vega': 44.43467, 'theta': -39.79103, 'rho': 11.42992, 'gamma': 3e-05, 'delta': 0.28555}",34855.97,31750229525,"[[0.0505, 24.6], [0.05, 3.4], [0.0495, 6.4], [0.0485, 29.5], [0.048, 1.0], [0.047, 1.0], [0.0465, 1.0], [0.025, 0.6], [0.0155, 7.0], [0.0005, 0.2]]",90.39,0.0505,24.6,0.052,6.4,"[[0.052, 6.4], [0.0525, 3.7], [0.053, 25.9], [0.0535, 25.4], [0.06, 11.0], [0.122, 3.5], [0.147, 0.2], [0.2, 0.2], [0.228, 0.1], [0.636, 0.1]]",91.57,C
129,34846.52,SYN.BTC-10JUN21,1623243728382,"{'volume': 5.7, 'price_change': -95.4545, 'low': 0.0005, 'high': 0.011}",open,0.0,4.7,0.0001,0.0195,0.0002526,170.35,0.0005,0.0,BTC-10JUN21-29000-P,34855.97,"{'vega': 0.40258, 'theta': -8.80224, 'rho': -0.00715, 'gamma': 1e-05, 'delta': -0.00922}",34855.97,31750183104,[],0.0,0.0,0.0,0.0005,0.5,"[[0.0005, 0.5], [0.001, 35.1], [0.0015, 28.1], [0.002, 10.0], [0.0025, 1.0], [0.003, 30.0], [0.094, 1.2]]",187.1,P
130,34868.28,BTC-25JUN21,1623243728387,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.22,70.1,1.1165,1.2585,1.18050732,145.43,0.372,0.0,BTC-25JUN21-76000-P,34855.97,"{'vega': 1.53021, 'theta': -7.04649, 'rho': -32.77337, 'gamma': 0.0, 'delta': -0.99234}",34855.97,31690461779,[],0.0,0.0,0.0,0.0,0.0,[],0.0,P
131,34839.75,BTC-11JUN21,1623243728382,"{'volume': 7.0, 'price_change': 0.0, 'low': 0.001, 'high': 0.002}",open,0.0,217.6,0.0001,0.0245,0.00148539,97.59,0.002,0.0,BTC-11JUN21-39000-C,34855.97,"{'vega': 2.63649, 'theta': -51.75065, 'rho': 0.08805, 'gamma': 5e-05, 'delta': 0.05302}",34855.97,31750229190,"[[0.001, 71.9], [0.0005, 80.7]]",90.39,0.001,71.9,0.002,14.1,"[[0.002, 14.1], [0.0025, 66.4], [0.003, 0.1], [0.0035, 41.5], [0.004, 30.0], [0.005, 2.2], [0.0075, 6.0], [0.008, 5.0], [0.0085, 50.8], [0.02, 1.0], [0.035, 26.3], [0.0735, 0.7], [0.0775, 0.1], [0.0835, 0.1], [0.0875, 0.1], [0.091, 0.1]]",103.79,C
132,34868.28,BTC-25JUN21,1623243728382,"{'volume': 1.0, 'price_change': 0.0, 'low': 0.001, 'high': 0.001}",open,0.0,1373.2,0.0001,0.016,0.00087739,130.99,0.001,0.0,BTC-25JUN21-68000-C,34855.97,"{'vega': 1.98265, 'theta': -8.22346, 'rho': 0.14206, 'gamma': 0.0, 'delta': 0.0103}",34855.97,31750221264,"[[0.0005, 349.6]]",122.95,0.0005,349.6,0.0015,2.0,"[[0.0015, 2.0], [0.002, 38.3], [0.0025, 17.0], [0.005, 5.0], [0.0065, 0.2], [0.008, 5.0], [0.0165, 0.7], [0.021, 0.1], [0.0215, 0.1], [0.0245, 0.1], [0.025, 13.0], [0.03, 1.0], [0.0375, 15.0], [0.045, 10.0], [0.055, 10.1], [0.1, 0.1], [0.174, 0.5], [0.374, 0.2], [0.8225, 0.3]]",139.96,C
133,34846.52,SYN.BTC-10JUN21,1623243728383,"{'volume': 15.9, 'price_change': -76.378, 'low': 0.013, 'high': 0.0635}",open,0.03,13.3,0.0001,0.0605,0.01949979,92.23,0.015,0.0,BTC-10JUN21-35000-P,34855.97,"{'vega': 6.44748, 'theta': -297.32126, 'rho': -0.41625, 'gamma': 0.00027, 'delta': -0.53226}",34855.97,31750228857,"[[0.018, 3.1], [0.0175, 7.3], [0.017, 1.0], [0.016, 0.4], [0.013, 18.0], [0.004, 0.1], [0.003, 0.1], [0.0005, 0.1]]",84.39,0.018,3.1,0.02,9.0,"[[0.02, 9.0], [0.0205, 1.6], [0.021, 1.9], [0.025, 18.0]]",95.21,P
134,36684.75,BTC-25MAR22,1623243728384,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.03,277.4,0.005,0.1075,0.02832509,105.56,0.026,0.0,BTC-25MAR22-200000-C,34855.97,"{'vega': 53.27578, 'theta': -9.73685, 'rho': 18.09056, 'gamma': 0.0, 'delta': 0.09065}",34855.97,31750215939,"[[0.027, 0.5], [0.024, 15.0], [0.0205, 15.0], [0.02, 2.0], [0.0185, 0.1], [0.0025, 0.4], [0.001, 5.0]]",104.63,0.027,0.5,0.03,15.0,"[[0.03, 15.0], [0.0305, 13.3], [0.0315, 0.6], [0.035, 15.0], [0.0355, 0.1], [0.0375, 3.0], [0.09, 20.0], [0.1075, 0.5], [0.1255, 1.0], [0.1375, 1.0], [0.1555, 1.0], [0.1775, 1.0]]",106.69,C
135,34846.52,SYN.BTC-10JUN21,1623243728382,"{'volume': 179.3, 'price_change': -90.9091, 'low': 0.0025, 'high': 0.052}",open,0.01,121.5,0.0001,0.0355,0.00268101,138.4,0.003,0.0,BTC-10JUN21-32000-P,34855.97,"{'vega': 2.58144, 'theta': -93.42391, 'rho': -0.06814, 'gamma': 7e-05, 'delta': -0.08764}",34855.97,31750228685,"[[0.002, 66.5], [0.0015, 12.0], [0.001, 16.7], [0.0005, 0.1]]",128.71,0.002,66.5,0.003,12.6,"[[0.003, 12.6], [0.0035, 46.4], [0.004, 0.1], [0.0045, 23.5], [0.005, 30.0], [0.006, 1.0], [0.0075, 0.1], [0.04, 0.1]]",142.71,P
