,underlying_price,underlying_index,timestamp,stats,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,option_type
192,34884.33,BTC-25JUN21,1623243732476,"{'volume': 1.1, 'price_change': 0.0, 'low': 0.6985, 'high': 0.6985}",open,0.71,103.3,0.6985,0.728,0.71334604,193.99,0.6985,0.0,BTC-25JUN21-10000-C,34868.96,"{'vega': 0.12566, 'theta': -0.7719, 'rho': 4.3179, 'gamma': 0.0, 'delta': 0.99951}",34868.96,31750223251,"[[0.7105, 17.0], [0.709, 6.0]]",0.0,0.7105,17.0,0.7175,13.5,"[[0.7175, 13.5], [0.718, 6.0]]",322.17,C
193,34855.25,BTC-11JUN21,1623243732477,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.76,0.0,0.6715,0.775,0.72168602,154.73,,0.0,BTC-11JUN21-60000-P,34868.96,"{'vega': 4e-05, 'theta': -0.00193, 'rho': -2.94292, 'gamma': 0.0, 'delta': -1.0}",34868.96,31690461621,[],0.0,0.0,0.0,0.0,0.0,[],0.0,P
194,34855.25,BTC-11JUN21,1623243732477,"{'volume': 50.0, 'price_change': -50.0, 'low': 0.0005, 'high': 0.001}",open,0.0,500.3,0.0001,0.0235,0.00067064,154.37,0.0005,0.0,BTC-11JUN21-44000-C,34868.96,"{'vega': 1.07164, 'theta': -23.37547, 'rho': 0.02932, 'gamma': 1e-05, 'delta': 0.01782}",34868.96,31750221566,"[[0.0005, 111.8]]",148.17,0.0005,111.8,0.001,48.6,"[[0.001, 48.6], [0.0015, 32.0], [0.002, 0.1], [0.007, 6.0], [0.01, 10.0]]",163.66,C
195,34884.33,BTC-25JUN21,1623243732476,"{'volume': 67.4, 'price_change': -50.0, 'low': 0.001, 'high': 0.005}",open,0.0,849.0,0.0001,0.018,0.00177215,181.09,0.0025,0.0,BTC-25JUN21-16000-P,34868.96,"{'vega': 2.26321, 'theta': -12.97779, 'rho': -0.20753, 'gamma': 0.0, 'delta': -0.01198}",34868.96,31750157495,"[[0.0015, 0.8], [0.001, 47.8], [0.0005, 85.2]]",176.71,0.0015,0.8,0.002,15.0,"[[0.002, 15.0], [0.0025, 96.5], [0.003, 5.5], [0.007, 7.5], [0.01, 0.1], [0.015, 0.1], [0.02, 0.2], [0.029, 0.1], [0.049, 0.1], [0.069, 0.1], [0.076, 0.2], [0.08, 2.7], [0.15, 0.1], [0.16, 0.1]]",184.5,P
196,36186.2,BTC-31DEC21,1623243732478,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.47,865.9,0.4265,0.5505,0.47864434,100.81,0.515,0.0,BTC-31DEC21-22000-C,34868.96,"{'vega': 63.18783, 'theta': -15.55184, 'rho': 75.39887, 'gamma': 1e-05, 'delta': 0.85004}",34868.96,31748555126,"[[0.4495, 9.0], [0.001, 5.0]]",83.54,0.4495,9.0,0.499,9.0,"[[0.499, 9.0]]",112.29,C
197,34888.13,BTC-18JUN21,1623243732478,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.29,0.4,0.225,0.3225,0.2661498,99.33,0.175,0.0,BTC-18JUN21-44000-P,34868.96,"{'vega': 7.78887, 'theta': -44.00694, 'rho': -9.99485, 'gamma': 3e-05, 'delta': -0.92339}",34868.96,31750231973,[],0.0,0.0,0.0,0.283,0.4,"[[0.283, 0.4], [0.767, 2.5]]",150.02,P
198,34884.33,BTC-25JUN21,1623243732516,"{'volume': 327.7, 'price_change': 43.3333, 'low': 0.035, 'high': 0.0705}",open,0.05,791.6,0.026,0.119,0.06425585,94.22,0.0645,0.0,BTC-25JUN21-36000-C,34868.96,"{'vega': 28.88924, 'theta': -86.18622, 'rho': 6.19782, 'gamma': 6e-05, 'delta': 0.47501}",34868.96,31750232473,"[[0.0635, 5.9], [0.063, 25.2], [0.0625, 2.1], [0.062, 17.2], [0.0615, 1.3], [0.061, 0.1], [0.0605, 1.3], [0.06, 0.1], [0.0595, 1.0], [0.059, 9.1], [0.0575, 0.1], [0.057, 18.0], [0.0555, 0.1], [0.054, 0.1], [0.0525, 0.1], [0.043, 0.6], [0.035, 1.2], [0.028, 3.0], [0.022, 5.5], [0.0125, 10.7]]",93.22,0.0635,5.9,0.0655,17.9,"[[0.0655, 17.9], [0.066, 28.9], [0.0665, 3.1], [0.067, 9.0], [0.0675, 2.0], [0.0695, 1.0], [0.072, 18.0], [0.075, 0.3], [0.0765, 5.0], [0.0875, 5.3], [0.096, 0.1], [0.0985, 0.5], [0.1, 0.6], [0.1185, 0.2], [0.124, 4.0], [0.145, 3.0], [0.232, 0.1], [0.25, 4.0], [0.4295, 0.3], [0.69, 0.1]]",95.63,C
199,34884.33,BTC-25JUN21,1623243732476,"{'volume': 12.1, 'price_change': -19.4949, 'low': 0.51, 'high': 0.6335}",open,0.52,1049.3,0.448,0.558,0.49477668,106.81,0.51,0.0,BTC-25JUN21-52000-P,34868.96,"{'vega': 6.98992, 'theta': -23.64184, 'rho': -21.86141, 'gamma': 1e-05, 'delta': -0.95408}",34868.96,31750232390,"[[0.478, 4.0], [0.475, 6.0], [0.1, 100.0], [0.086, 0.2], [0.025, 0.3], [0.0005, 0.1]]",0.0,0.478,4.0,0.5025,4.0,"[[0.5025, 4.0], [0.5095, 0.2], [0.513, 6.0], [0.9945, 2.5]]",134.9,P
200,35410.56,BTC-24SEP21,1623243732476,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.56,80.4,0.5415,0.6115,0.56847852,116.68,0.6205,0.0,BTC-24SEP21-16000-C,34868.96,"{'vega': 22.12926, 'theta': -12.08907, 'rho': 38.72361, 'gamma': 1e-05, 'delta': 0.94229}",34868.96,31748554699,"[[0.554, 9.0]]",87.03,0.554,9.0,0.581,9.0,"[[0.581, 9.0]]",134.75,C
201,34861.95,SYN.BTC-10JUN21,1623243733039,"{'volume': 129.9, 'price_change': 112.5, 'low': 0.002, 'high': 0.009}",open,0.0,76.0,0.0001,0.038,0.00547982,90.43,0.0085,0.0,BTC-10JUN21-36000-C,34868.96,"{'vega': 4.91299, 'theta': -189.69367, 'rho': 0.16867, 'gamma': 0.00021, 'delta': 0.22894}",34868.96,31750232851,"[[0.005, 18.6], [0.0045, 13.1], [0.004, 9.1], [0.0035, 11.0], [0.003, 0.4], [0.002, 26.0], [0.001, 1.0], [0.0005, 2.1]]",86.99,0.005,18.6,0.006,11.9,"[[0.006, 11.9], [0.0065, 14.0], [0.007, 17.0], [0.0075, 11.0], [0.009, 25.0], [0.01, 0.6], [0.05, 0.5]]",94.08,C
202,34855.25,BTC-11JUN21,1623243732476,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,253.5,0.0001,0.015,5.598e-05,154.49,0.0005,0.0,BTC-11JUN21-48000-C,34868.96,"{'vega': 0.14389, 'theta': -1.95115, 'rho': 0.00306, 'gamma': 0.0, 'delta': 0.00185}",34868.96,31750186910,[],0.0,0.0,0.0,0.0005,2.5,"[[0.0005, 2.5], [0.001, 30.1], [0.0015, 1.0], [0.0035, 0.1], [0.004, 0.5], [0.0045, 0.2], [0.0055, 17.0], [0.006, 6.0], [0.01, 1.1], [0.0105, 0.1], [0.011, 0.1], [0.0115, 0.1], [0.012, 0.1], [0.0385, 7.0]]",194.24,C
203,36697.63,BTC-25MAR22,1623243732476,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.39,100.3,0.3275,0.499,0.40144883,96.71,0.4365,0.0,BTC-25MAR22-30000-C,34868.96,"{'vega': 104.43511, 'theta': -17.48646, 'rho': 100.25255, 'gamma': 1e-05, 'delta': 0.74677}",34868.96,31750229212,"[[0.3655, 9.0], [0.252, 0.4], [0.1825, 10.0]]",84.15,0.3655,9.0,0.4355,9.0,"[[0.4355, 9.0]]",108.77,C
204,35411.31,BTC-24SEP21,1623243733485,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,2.47,0.0,2.291,2.5305,2.39571282,107.92,0.909,0.0,BTC-24SEP21-120000-P,34869.51,"{'vega': 15.15405, 'theta': -7.65734, 'rho': -348.07342, 'gamma': 0.0, 'delta': -0.96398}",34869.51,30626289674,"[[0.0005, 0.1]]",0.0,0.0005,0.1,0.0,0.0,[],0.0,P
205,34890.1,BTC-18JUN21,1623243733483,"{'volume': 53.1, 'price_change': 51.5464, 'low': 0.0375, 'high': 0.0735}",open,0.06,159.0,0.0325,0.127,0.07391216,98.81,0.0735,0.0,BTC-18JUN21-34000-C,34869.51,"{'vega': 20.96096, 'theta': -117.80614, 'rho': 4.39378, 'gamma': 7e-05, 'delta': 0.59685}",34869.51,31750233119,"[[0.072, 11.1], [0.0715, 1.1], [0.0695, 1.5], [0.0685, 1.5], [0.0675, 7.0], [0.067, 1.4], [0.066, 18.1], [0.0595, 0.4], [0.0445, 7.0], [0.008, 0.1], [0.0005, 0.2]]",95.57,0.072,11.1,0.0745,4.5,"[[0.0745, 4.5], [0.075, 6.0], [0.0755, 0.1], [0.076, 9.1], [0.078, 7.9], [0.081, 18.0], [0.104, 5.0], [0.124, 0.9], [0.2, 10.0]]",99.74,C
206,36186.35,BTC-31DEC21,1623243733483,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.35,0.0,0.2855,0.447,0.35500076,97.81,,0.0,BTC-31DEC21-30000-C,34869.51,"{'vega': 89.10306, 'theta': -21.27788, 'rho': 76.76158, 'gamma': 1e-05, 'delta': 0.7331}",34869.51,31750231195,"[[0.3165, 9.0], [0.249, 0.4]]",82.22,0.3165,9.0,0.384,9.0,"[[0.384, 9.0]]",109.63,C
207,34857.53,BTC-11JUN21,1623243733483,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.18,0.0,0.172,0.2365,0.19796589,168.04,,0.0,BTC-11JUN21-28000-C,34869.51,"{'vega': 1.54097, 'theta': -72.31931, 'rho': 1.3243, 'gamma': 2e-05, 'delta': 0.97259}",34869.51,31750229477,"[[0.098, 2.5]]",0.0,0.098,2.5,0.2985,2.5,"[[0.2985, 2.5]]",500.0,C
208,36186.35,BTC-31DEC21,1623243733483,"{'volume': 2.5, 'price_change': -11.4754, 'low': 0.054, 'high': 0.061}",open,0.06,83.5,0.022,0.1115,0.05320466,104.13,0.054,0.0,BTC-31DEC21-18000-P,34869.51,"{'vega': 47.34101, 'theta': -12.03538, 'rho': -30.97024, 'gamma': 1e-05, 'delta': -0.09934}",34869.51,31750231408,"[[0.0525, 0.9], [0.052, 14.9], [0.0505, 14.0], [0.036, 13.0], [0.014, 0.6], [0.0005, 0.6]]",103.59,0.0525,0.9,0.0545,0.7,"[[0.0545, 0.7], [0.055, 0.1], [0.056, 15.8], [0.0565, 14.0], [0.0725, 13.0], [0.081, 0.3], [0.132, 0.2]]",105.12,P
209,34887.67,BTC-25JUN21,1623243733483,"{'volume': 352.3, 'price_change': 47.3684, 'low': 0.015, 'high': 0.0305}",open,0.02,1979.1,0.0055,0.075,0.02816554,91.57,0.028,0.0,BTC-25JUN21-40000-C,34869.51,"{'vega': 23.84604, 'theta': -69.14317, 'rho': 3.60016, 'gamma': 5e-05, 'delta': 0.26672}",34869.51,31750231958,"[[0.0275, 26.8], [0.027, 26.3], [0.0265, 1.7], [0.026, 1.4], [0.0255, 0.2], [0.025, 11.0], [0.0245, 3.0], [0.0235, 1.1], [0.023, 24.0], [0.022, 0.1], [0.0205, 0.1], [0.015, 1.0], [0.0135, 2.6], [0.0125, 16.1], [0.01, 2.0], [0.004, 0.2], [0.0005, 5.1]]",90.56,0.0275,26.8,0.029,14.0,"[[0.029, 14.0], [0.0295, 3.0], [0.03, 26.8], [0.0305, 0.1], [0.031, 14.7], [0.032, 1.0], [0.033, 25.5], [0.0335, 11.0], [0.034, 20.0], [0.035, 1.0], [0.05, 3.2], [0.06, 0.1], [0.0795, 0.2], [0.08, 33.0], [0.093, 2.5], [0.099, 3.5], [0.19, 1.3], [0.265, 0.6], [0.36, 0.2], [0.5, 4.0]]",92.75,C
210,34857.53,BTC-11JUN21,1623243733485,"{'volume': 1.0, 'price_change': 0.0, 'low': 0.079, 'high': 0.079}",open,0.13,1.0,0.113,0.1855,0.14240172,147.25,0.079,0.0,BTC-11JUN21-30000-C,34869.51,"{'vega': 3.1297, 'theta': -128.70779, 'rho': 1.35344, 'gamma': 4e-05, 'delta': 0.93407}",34869.51,31750230936,"[[0.0425, 3.5], [0.0285, 1.0], [0.017, 2.0]]",0.0,0.0425,3.5,0.243,2.5,"[[0.243, 2.5]]",500.0,C
211,35411.31,BTC-24SEP21,1623243733486,"{'volume': 211.7, 'price_change': -28.8793, 'low': 0.0805, 'high': 0.127}",open,0.09,737.5,0.04,0.156,0.08401345,102.42,0.0825,0.0,BTC-24SEP21-26000-P,34869.51,"{'vega': 53.93788, 'theta': -25.86402, 'rho': -29.62707, 'gamma': 1e-05, 'delta': -0.20195}",34869.51,31750233129,"[[0.083, 17.8], [0.0825, 0.5], [0.0815, 20.3], [0.0795, 1.0], [0.058, 10.0], [0.052, 2.0], [0.0435, 0.4], [0.0275, 2.0], [0.0155, 0.6], [0.001, 5.0], [0.0005, 0.1]]",101.75,0.083,17.8,0.0855,0.5,"[[0.0855, 0.5], [0.086, 0.7], [0.0865, 18.1], [0.0875, 17.0], [0.0905, 10.0], [0.168, 2.0], [0.182, 2.0], [0.26, 4.7], [0.305, 4.0], [0.34, 0.1], [0.37, 0.2], [0.4, 0.2], [0.47, 6.0], [0.55, 4.0], [0.71, 6.0], [0.85, 12.0], [1.07, 6.0], [1.39, 12.0]]",103.39,P
212,34887.67,BTC-25JUN21,1623243733483,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.34,12.1,1.2265,1.376,1.29399616,153.54,1.081,0.0,BTC-25JUN21-80000-P,34869.51,"{'vega': 1.47895, 'theta': -7.19062, 'rho': -34.50828, 'gamma': 0.0, 'delta': -0.99263}",34869.51,31698796109,[],0.0,0.0,0.0,0.0,0.0,[],0.0,P
213,35070.53,BTC-30JUL21,1623243733484,"{'volume': 37.6, 'price_change': -34.4902, 'low': 0.1495, 'high': 0.248}",open,0.17,224.9,0.099,0.233,0.15501774,94.22,0.151,0.0,BTC-30JUL21-36000-P,34869.51,"{'vega': 51.92386, 'theta': -48.16367, 'rho': -29.99507, 'gamma': 3e-05, 'delta': -0.45965}",34869.51,31750232424,"[[0.1535, 3.0], [0.1525, 0.6], [0.152, 5.6], [0.141, 6.0], [0.139, 1.0], [0.111, 0.8], [0.085, 3.5], [0.035, 1.0], [0.025, 0.2]]",93.22,0.1535,3.0,0.158,9.7,"[[0.158, 9.7], [0.159, 0.9], [0.1625, 6.0], [0.237, 0.4], [0.298, 1.5]]",96.26,P
214,36186.9,BTC-31DEC21,1623243733486,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,4.66,0.1,4.368,4.762,4.5408685,111.74,4.0,0.0,BTC-31DEC21-200000-P,34869.51,"{'vega': 28.92206, 'theta': -7.89054, 'rho': -1114.36613, 'gamma': 0.0, 'delta': -0.94782}",34869.51,31363824548,"[[0.11, 1.0]]",0.0,0.11,1.0,0.0,0.0,[],0.0,P
215,35410.76,BTC-24SEP21,1623243733483,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.38,163.0,0.34,0.456,0.38875862,104.64,0.404,0.0,BTC-24SEP21-24000-C,34869.51,"{'vega': 47.72682, 'theta': -23.38298, 'rho': 46.13128, 'gamma': 1e-05, 'delta': 0.83403}",34869.51,31750204507,"[[0.3665, 8.0], [0.001, 5.0]]",87.45,0.3665,8.0,0.3955,8.0,"[[0.3955, 8.0]]",109.6,C
216,34887.67,BTC-25JUN21,1623243733667,"{'volume': 0.9, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,0.0,1187.2,0.0001,0.015,0.0002746,153.56,0.0005,0.0,BTC-25JUN21-88000-C,34869.51,"{'vega': 0.68379, 'theta': -3.32497, 'rho': 0.04264, 'gamma': 0.0, 'delta': 0.0031}",34869.51,31750157493,[],0.0,0.0,0.0,0.001,70.2,"[[0.001, 70.2], [0.002, 44.9], [0.0045, 0.2], [0.0075, 5.0], [0.008, 3.0], [0.024, 1.0], [0.0245, 2.3], [0.0265, 0.1], [0.08, 1.0], [0.09, 1.0], [0.1, 2.0], [0.11, 1.0], [0.12, 2.0], [0.16, 1.0], [0.1865, 0.1], [0.2, 1.0], [0.24, 1.0], [0.2475, 4.0], [0.28, 1.0], [0.32, 1.0]]",174.94,C
217,36186.35,BTC-31DEC21,1623243733668,"{'volume': 12.0, 'price_change': 4.1543, 'low': 0.1685, 'high': 0.1755}",open,0.17,721.5,0.1035,0.287,0.17774742,96.91,0.1755,0.0,BTC-31DEC21-50000-C,34869.51,"{'vega': 107.767, 'theta': -25.49865, 'rho': 58.75369, 'gamma': 2e-05, 'delta': 0.46713}",34869.51,31750232986,"[[0.1745, 11.5], [0.1735, 28.1], [0.1725, 0.4], [0.1615, 10.0], [0.1515, 1.0], [0.13, 40.0], [0.125, 0.1], [0.1125, 0.4], [0.105, 1.0], [0.1, 100.1], [0.001, 5.0], [0.0005, 0.1]]",95.82,0.1745,11.5,0.1805,12.0,"[[0.1805, 12.0], [0.181, 0.4], [0.182, 10.0], [0.1825, 17.8], [0.279, 21.3], [0.31, 0.5]]",97.83,C
218,34887.67,BTC-25JUN21,1623243734174,"{'volume': 387.3, 'price_change': -37.1622, 'low': 0.044, 'high': 0.104}",open,0.05,1916.0,0.014,0.1015,0.0465083,102.44,0.0465,0.0,BTC-25JUN21-32000-P,34869.51,"{'vega': 25.39207, 'theta': -82.363, 'rho': -5.29485, 'gamma': 5e-05, 'delta': -0.30431}",34869.51,31750233556,"[[0.0455, 34.0], [0.045, 5.0], [0.0445, 1.3], [0.044, 1.1], [0.0435, 0.1], [0.043, 13.2], [0.041, 1.0], [0.04, 26.0], [0.038, 9.0], [0.0355, 1.0], [0.035, 1.0], [0.031, 0.1], [0.03, 1.3], [0.0265, 0.4], [0.02, 3.0], [0.015, 2.1], [0.0025, 0.1], [0.0005, 0.2]]",101.05,0.0455,34.0,0.0475,12.7,"[[0.0475, 12.7], [0.048, 26.9], [0.0485, 21.0], [0.049, 9.0], [0.051, 1.0], [0.053, 24.0], [0.069, 0.1], [0.07, 2.0], [0.0725, 0.1], [0.09, 1.0], [0.0915, 0.2], [0.1105, 3.0], [0.1145, 3.0], [0.12, 0.1], [0.1375, 2.0], [0.1435, 5.0], [0.15, 1.5], [0.155, 5.0], [0.16, 1.0], [0.18, 0.1]]",103.8,P
219,34887.67,BTC-25JUN21,1623243733483,"{'volume': 3.3, 'price_change': -50.0, 'low': 0.0005, 'high': 0.001}",open,0.0,2095.7,0.0001,0.0155,0.00070156,136.79,0.0005,0.0,BTC-25JUN21-72000-C,34869.51,"{'vega': 1.60797, 'theta': -6.96462, 'rho': 0.11165, 'gamma': 0.0, 'delta': 0.0081}",34869.51,31750209437,"[[0.0005, 74.0]]",131.84,0.0005,74.0,0.001,49.3,"[[0.001, 49.3], [0.0015, 96.5], [0.002, 45.6], [0.0035, 26.6], [0.007, 17.0], [0.0075, 5.0], [0.009, 5.0], [0.0245, 10.0], [0.031, 1.0], [0.0345, 15.0], [0.036, 0.1], [0.04, 1.0], [0.0445, 15.0], [0.05, 10.0], [0.0685, 0.1], [0.08, 1.0], [0.12, 5.0], [0.15, 0.4]]",142.45,C
220,36702.97,BTC-25MAR22,1623243735500,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.09,113.0,0.938,1.223,1.05742612,97.45,0.78,0.0,BTC-25MAR22-70000-P,34875.34,"{'vega': 124.08037, 'theta': -20.936, 'rho': -487.74178, 'gamma': 1e-05, 'delta': -0.62224}",34875.34,31372968641,"[[0.0005, 10.0]]",0.0,0.0005,10.0,0.0,0.0,[],0.0,P
221,34888.92,BTC-25JUN21,1623243734492,"{'volume': 5.7, 'price_change': -7.2626, 'low': 0.166, 'high': 0.179}",open,0.2,332.2,0.1805,0.27,0.21874032,116.33,0.166,0.0,BTC-25JUN21-28000-C,34872.23,"{'vega': 17.03032, 'theta': -62.73016, 'rho': 9.50515, 'gamma': 3e-05, 'delta': 0.84852}",34872.23,31750232861,"[[0.211, 9.5], [0.21, 6.0], [0.202, 0.4], [0.197, 10.0], [0.05, 0.1], [0.037, 3.0], [0.01, 15.0], [0.0005, 0.1]]",99.29,0.211,9.5,0.2245,8.3,"[[0.2245, 8.3], [0.227, 6.0], [0.5545, 1.0], [0.655, 1.5]]",127.66,C
222,34891.64,BTC-25JUN21,1623243734494,"{'volume': 543.2, 'price_change': 73.3333, 'low': 0.007, 'high': 0.0139}",open,0.01,2141.3,0.0001,0.0495,0.01261017,94.0,0.013,0.0,BTC-25JUN21-44000-C,34872.23,"{'vega': 16.00796, 'theta': -47.6457, 'rho': 1.89488, 'gamma': 3e-05, 'delta': 0.13816}",34872.23,31750233031,"[[0.012, 49.6], [0.0115, 33.9], [0.011, 2.3], [0.01, 1.0], [0.0095, 13.0], [0.009, 30.0], [0.0075, 1.0], [0.0015, 1.2], [0.0005, 0.1]]",92.62,0.012,49.6,0.013,2.7,"[[0.013, 2.7], [0.0135, 11.7], [0.014, 65.1], [0.0145, 14.0], [0.0155, 20.0], [0.016, 30.0], [0.017, 1.0], [0.02, 5.0], [0.0205, 10.0], [0.022, 1.0], [0.025, 0.1], [0.027, 10.0], [0.038, 6.0], [0.04, 2.5], [0.0465, 0.6], [0.08, 1.0], [0.0985, 5.0], [0.1, 0.1], [0.12, 0.2], [0.35, 0.5]]",94.81,C
223,35240.36,SYN.BTC-27AUG21,1623243734490,"{'volume': 22.8, 'price_change': -18.6047, 'low': 0.1745, 'high': 0.2595}",open,0.18,158.0,0.1105,0.2585,0.17198625,95.73,0.175,0.0,BTC-27AUG21-35000-P,34872.23,"{'vega': 63.49856, 'theta': -38.57477, 'rho': -43.97093, 'gamma': 2e-05, 'delta': -0.40603}",34872.23,31750231208,"[[0.1715, 1.6], [0.17, 1.0], [0.1695, 4.8], [0.169, 0.3], [0.1585, 7.0], [0.1575, 2.0], [0.134, 0.4], [0.11, 20.0], [0.0005, 0.3]]",95.45,0.1715,1.6,0.1745,0.6,"[[0.1745, 0.6], [0.1755, 0.3], [0.176, 5.6], [0.1765, 0.6], [0.179, 7.0], [0.188, 2.0], [0.35, 2.0], [0.4, 3.0]]",97.12,P
224,35073.38,BTC-30JUL21,1623243734493,"{'volume': 0.5, 'price_change': -0.3448, 'low': 0.289, 'high': 0.29}",open,0.32,0.7,0.2845,0.3835,0.32665223,110.17,0.289,0.0,BTC-30JUL21-25000-C,34872.23,"{'vega': 30.73042, 'theta': -33.32904, 'rho': 25.45862, 'gamma': 2e-05, 'delta': 0.84833}",34872.23,31750226694,"[[0.2835, 5.5]]",0.0,0.2835,5.5,0.3855,4.0,"[[0.3855, 4.0]]",170.45,C
225,34861.09,BTC-11JUN21,1623243734494,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.27,0.0,0.261,0.315,0.28312855,198.89,,0.0,BTC-11JUN21-25000-C,34872.23,"{'vega': 0.47641, 'theta': -26.46283, 'rho': 1.21366, 'gamma': 0.0, 'delta': 0.99299}",34872.23,31750232649,"[[0.183, 2.5]]",0.0,0.183,2.5,0.3835,2.5,"[[0.3835, 2.5]]",500.0,C
226,34858.37,BTC-11JUN21,1623243734490,"{'volume': 397.0, 'price_change': 135.4839, 'low': 0.02, 'high': 0.073}",open,0.05,161.7,0.026,0.108,0.06332016,107.72,0.073,0.0,BTC-11JUN21-33000-C,34872.23,"{'vega': 7.27446, 'theta': -218.84231, 'rho': 1.22113, 'gamma': 0.00011, 'delta': 0.77755}",34872.23,31750232871,"[[0.061, 3.0], [0.057, 6.4], [0.0465, 1.5], [0.0005, 0.4]]",96.16,0.061,3.0,0.067,5.4,"[[0.067, 5.4], [0.069, 6.0], [0.09, 25.0], [0.11, 25.0]]",124.65,C
227,36698.2,BTC-25MAR22,1623243734491,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,10.12,0.0,9.5835,10.303,9.91173945,117.96,,0.0,BTC-25MAR22-400000-P,34872.23,"{'vega': 28.06014, 'theta': -5.73052, 'rho': -3156.77112, 'gamma': 0.0, 'delta': -0.96012}",34872.23,30702296781,"[[0.001, 3.0], [0.0005, 0.1]]",0.0,0.001,3.0,0.0,0.0,[],0.0,P
228,34888.92,BTC-25JUN21,1623243734492,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,3.68,0.2,3.4525,3.7275,3.58614761,153.64,3.1515,0.0,BTC-25JUN21-160000-P,34872.23,"{'vega': 0.00071, 'theta': -0.00348, 'rho': -69.21763, 'gamma': 0.0, 'delta': -1.0}",34872.23,31698796146,[],0.0,0.0,0.0,0.0,0.0,[],0.0,P
229,35240.36,SYN.BTC-27AUG21,1623243734493,"{'volume': 20.4, 'price_change': 28.3582, 'low': 0.067, 'high': 0.086}",open,0.08,208.4,0.0385,0.1605,0.08523636,92.58,0.086,0.0,BTC-27AUG21-45000-C,34872.23,"{'vega': 61.367, 'theta': -36.05272, 'rho': 21.04866, 'gamma': 2e-05, 'delta': 0.36193}",34872.23,31750232421,"[[0.084, 0.7], [0.0835, 6.4], [0.083, 20.1], [0.082, 0.8], [0.0815, 28.3], [0.0395, 0.8], [0.0005, 0.3]]",91.87,0.084,0.7,0.0865,0.5,"[[0.0865, 0.5], [0.087, 1.4], [0.0875, 43.7], [0.1095, 10.0], [0.19, 0.4]]",93.3,C
230,35409.65,BTC-24SEP21,1623243734490,"{'volume': 41.6, 'price_change': 22.8571, 'low': 0.0175, 'high': 0.0215}",open,0.02,1071.6,0.004,0.0765,0.02151591,98.65,0.0215,0.0,BTC-24SEP21-80000-C,34872.23,"{'vega': 34.52148, 'theta': -15.9455, 'rho': 8.51763, 'gamma': 1e-05, 'delta': 0.10373}",34872.23,31750228593,"[[0.0205, 55.5], [0.02, 0.1], [0.0195, 20.0], [0.0185, 15.0], [0.0175, 94.6], [0.0025, 0.6], [0.001, 5.0], [0.0005, 12.1]]",97.6,0.0205,55.5,0.0225,15.0,"[[0.0225, 15.0], [0.023, 10.7], [0.0235, 35.3], [0.027, 15.0], [0.028, 0.1], [0.0375, 2.0], [0.038, 2.0], [0.04, 2.0], [0.1125, 0.2], [0.116, 1.0], [0.149, 0.5], [0.15, 1.0], [0.18, 2.2], [0.1845, 60.0], [0.19, 0.1], [0.2, 27.0], [0.215, 0.1]]",99.65,C
231,36698.2,BTC-25MAR22,1623243734490,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,4.58,0.0,4.297,4.7175,4.47815212,105.56,,0.0,BTC-25MAR22-200000-P,34872.23,"{'vega': 53.32482, 'theta': -9.74591, 'rho': -1564.30275, 'gamma': 0.0, 'delta': -0.90928}",34872.23,29733883570,[],0.0,0.0,0.0,0.0,0.0,[],0.0,P
232,34864.47,SYN.BTC-10JUN21,1623243734490,"{'volume': 7.2, 'price_change': -56.9444, 'low': 0.031, 'high': 0.072}",open,0.06,6.5,0.0035,0.0805,0.03808217,90.44,0.031,0.0,BTC-10JUN21-36000-P,34872.23,"{'vega': 4.91959, 'theta': -222.4519, 'rho': -0.61039, 'gamma': 0.00021, 'delta': -0.77054}",34872.23,31750229210,"[[0.036, 3.0], [0.0355, 0.6]]",74.9,0.036,3.0,0.0395,3.0,"[[0.0395, 3.0], [0.048, 0.2]]",100.31,P
